trip_id,start_time,end_time,headway_secs
50033261,6:00:00,9:00:00,300
50033261,9:00:00,15:00:00,900
50033261,15:00:00,21:00:00,300
50033260,6:00:00,9:00:00,300
50033260,9:00:00,15:00:00,900
50033260,15:00:00,21:00:00,300
5033C181,6:00:00,9:00:00,300
5033C181,9:00:00,15:00:00,900
5033C181,15:00:00,21:00:00,300
5033C180,6:00:00,9:00:00,300
5033C180,9:00:00,15:00:00,900
5033C180,15:00:00,21:00:00,300
20044211,6:00:00,9:00:00,300
20044211,9:00:00,15:00:00,900
20044211,15:00:00,21:00:00,300
20044210,6:00:00,9:00:00,300
20044210,9:00:00,15:00:00,900
20044210,15:00:00,21:00:00,300
20045131,6:00:00,9:00:00,300
20045131,9:00:00,15:00:00,900
20045131,15:00:00,21:00:00,300
20045130,6:00:00,9:00:00,300
20045130,9:00:00,15:00:00,900
20045130,15:00:00,21:00:00,300
20053111,6:00:00,9:00:00,300
20053111,9:00:00,15:00:00,900
20053111,15:00:00,21:00:00,300
20053110,6:00:00,9:00:00,300
20053110,9:00:00,15:00:00,900
20053110,15:00:00,21:00:00,300
10114111,6:00:00,9:00:00,300
10114111,9:00:00,15:00:00,900
10114111,15:00:00,21:00:00,300
10114110,6:00:00,9:00:00,300
10114110,9:00:00,15:00:00,900
10114110,15:00:00,21:00:00,300
50145111,6:00:00,9:00:00,300
50145111,9:00:00,15:00:00,900
50145111,15:00:00,21:00:00,300
50145110,6:00:00,9:00:00,300
50145110,9:00:00,15:00:00,900
50145110,15:00:00,21:00:00,300
20000721,6:00:00,9:00:00,300
20000721,9:00:00,15:00:00,900
20000721,15:00:00,21:00:00,300
20000720,6:00:00,9:00:00,300
20000720,9:00:00,15:00:00,900
20000720,15:00:00,21:00:00,300
1107D111,6:00:00,9:00:00,300
1107D111,9:00:00,15:00:00,900
1107D111,15:00:00,21:00:00,300
1107D110,6:00:00,9:00:00,300
1107D110,9:00:00,15:00:00,900
1107D110,15:00:00,21:00:00,300
