runs_id,service_id,block_id,run_number,piece_number,start_trip_id,start_stop_id,end_trip_id,end_stop_id
3200000,WKO00_MTWThF_20200626_20230429,U20-2,32,1,t_900034_b_25620_tn_0,14004376,t_900018_b_25620_tn_0,14006127
3300000,WKO00_MTWThF_20200626_20230429,U2-02 16,33,1,t_699655_b_25620_tn_0,14002170,t_561011_b_25620_tn_0,14002170
3400000,WKO00_MTWThF_20200626_20230429,U2-03 58,34,1,t_381187_b_25620_tn_0,14001232,t_379948_b_25620_tn_0,14001212
3500000,WKO00_MTWThF_20200626_20230429,U2-04 5,35,1,t_379740_b_25620_tn_0,14002517,t_559866_b_25620_tn_0,14002530
3600000,WKO00_MTWThF_20200626_20230429,U2-05 14,36,1,t_379946_b_25620_tn_0,14001212,t_699625_b_25620_tn_0,14002530
3700000,WKO00_MTWThF_20200626_20230429,U2-06 10,37,1,t_560741_b_25620_tn_0,14004347,t_561019_b_25620_tn_0,14002170
3800000,WKO00_MTWThF_20200626_20230429,U2-07 13,38,1,t_380054_b_25620_tn_0,14008494,t_560710_b_25620_tn_0,14004347
3900000,WKO00_MTWThF_20200626_20230429,U2-08 16,39,1,t_699590_b_25620_tn_0,14002170,t_381124_b_25620_tn_0,14001232
400000,WKO00_MTWThF_20200626_20230429,1202,4,1,t_911089_b_25620_tn_0,14002601,t_911059_b_25620_tn_0,14002601
4000000,WKO00_MTWThF_20200626_20230429,U2-09 11,40,1,t_380482_b_25620_tn_0,14001212,t_381214_b_25620_tn_0,14001232
4100000,WKO00_MTWThF_20200626_20230429,U2-10 13,41,1,t_380050_b_25620_tn_0,14008494,t_380016_b_25620_tn_0,14008494
4200000,WKO00_MTWThF_20200626_20230429,U2-11 58,42,1,t_381175_b_25620_tn_0,14001232,t_380020_b_25620_tn_0,14008494
4300000,WKO00_MTWThF_20200626_20230429,U2-12 58,43,1,t_381117_b_25620_tn_0,14001839,t_559899_b_25620_tn_0,14008105
4400000,WKO00_MTWThF_20200626_20230429,U2-13 2,44,1,t_559858_b_25620_tn_0,14008105,t_381174_b_25620_tn_0,14001232
4500000,WKO00_MTWThF_20200626_20230429,U2-14 10,45,1,t_560721_b_25620_tn_0,14004347,t_381166_b_25620_tn_0,14001232
4600000,WKO00_MTWThF_20200626_20230429,U2-15 17,46,1,t_379737_b_25620_tn_0,14008494,t_699604_b_25620_tn_0,14002170
4700000,WKO00_MTWThF_20200626_20230429,U2-16 14,47,1,t_379902_b_25620_tn_0,14001212,t_559940_b_25620_tn_0,14002530
4800000,WKO00_MTWThF_20200626_20230429,U2-16 14b,48,1,t_699632_b_25620_tn_0,14002170,t_559837_b_25620_tn_0,14002530
4900000,WKO00_MTWThF_20200626_20230429,U2-17 58,49,1,t_381106_b_25620_tn_0,14001232,t_379907_b_25620_tn_0,14002530
500000,WKO00_MTWThF_20200626_20230429,12143,5,1,t_947276_b_25620_tn_0,14008004,t_947275_b_25620_tn_0,14008004
5000000,WKO00_MTWThF_20200626_20230429,U2-18 16,50,1,t_699605_b_25620_tn_0,14002170,t_381182_b_25620_tn_0,14001232
5100000,WKO00_MTWThF_20200626_20230429,U2-19 4,51,1,t_561039_b_25620_tn_0,14002170,t_380489_b_25620_tn_0,14002530
5200000,WKO00_MTWThF_20200626_20230429,U2-20 4,52,1,t_561036_b_25620_tn_0,14002170,t_560729_b_25620_tn_0,14002530
5300000,WKO00_MTWThF_20200626_20230429,U22-1,53,1,t_910966_b_25620_tn_0,14001055,t_910966_b_25620_tn_0,14002701
5400000,WKO00_MTWThF_20200626_20230429,U2-21 11,54,1,t_380419_b_25620_tn_0,14001212,t_381116_b_25620_tn_0,14001232
5500000,WKO00_MTWThF_20200626_20230429,U22-2,55,1,t_909804_b_25620_tn_0,14007814,t_909794_b_25620_tn_0,14002701
5600000,WKO00_MTWThF_20200626_20230429,U2-22 58,56,1,t_381199_b_25620_tn_0,14001232,t_561000_b_25620_tn_0,14002170
5700000,WKO00_MTWThF_20200626_20230429,U2-23,57,1,t_699629_b_25620_tn_0,14002170,t_560707_b_25620_tn_0,14004347
5800000,WKO00_MTWThF_20200626_20230429,U22-3,58,1,t_909798_b_25620_tn_0,14002701,t_910961_b_25620_tn_0,14001055
5900000,WKO00_MTWThF_20200626_20230429,U22-4,59,1,t_910960_b_25620_tn_0,14002701,t_909800_b_25620_tn_0,14007814
600000,WKO00_MTWThF_20200626_20230429,2201,6,1,t_911031_b_25620_tn_0,14007039,t_911060_b_25620_tn_0,14002601
6000000,WKO00_MTWThF_20200626_20230429,U2-24 4,60,1,t_561043_b_25620_tn_0,14002170,t_379750_b_25620_tn_0,14002530
6100000,WKO00_MTWThF_20200626_20230429,U2-25 11,61,1,t_380468_b_25620_tn_0,14001212,t_559863_b_25620_tn_0,14002530
6200000,WKO00_MTWThF_20200626_20230429,U2-26 58,62,1,t_381123_b_25620_tn_0,14002530,t_560980_b_25620_tn_0,14002170
6300000,WKO00_MTWThF_20200626_20230429,U2-27 2,63,1,t_559870_b_25620_tn_0,14008105,t_379986_b_25620_tn_0,14002530
6400000,WKO00_MTWThF_20200626_20230429,U24-1,64,1,t_905227_b_25620_tn_0,14003693,t_906686_b_25620_tn_0,14003693
6500000,WKO00_MTWThF_20200626_20230429,U24-2,65,1,t_905226_b_25620_tn_0,14003693,t_905231_b_25620_tn_0,14003693
6600000,WKO00_S_20200626_20230429,U2-01 2,66,1,t_559913_b_25620_tn_0,14008105,t_559854_b_25620_tn_0,14008105
6700000,WKO00_S_20200626_20230429,U2-02 4,67,1,t_560995_b_25620_tn_0,14002170,t_560960_b_25620_tn_0,14002170
6800000,WKO00_S_20200626_20230429,U2-03 4,68,1,t_560961_b_25620_tn_0,14002170,t_699613_b_25620_tn_0,14002530
6900000,WKO00_S_20200626_20230429,U2-04 58,69,1,t_381210_b_25620_tn_0,14001232,t_381159_b_25620_tn_0,14001232
700000,WKO00_MTWThF_20200626_20230429,2202,7,1,t_911032_b_25620_tn_0,14006842,t_911030_b_25620_tn_0,14002601
7000000,WKO00_S_20200626_20230429,U2-05 5,70,1,t_381141_b_25620_tn_0,14001232,t_381148_b_25620_tn_0,14001232
7100000,WKO00_S_20200626_20230429,U2-06 13,71,1,t_380042_b_25620_tn_0,14008494,t_380041_b_25620_tn_0,14008494
7200000,WKO00_S_20200626_20230429,U2-07 16,72,1,t_699614_b_25620_tn_0,14002170,t_561050_b_25620_tn_0,14002170
7300000,WKO00_S_20200626_20230429,U2-08 10,73,1,t_699581_b_25620_tn_0,14002509,t_699581_b_25620_tn_0,14002170
7400000,WKO00_S_20200626_20230429,U2-09 11,74,1,t_380473_b_25620_tn_0,14001212,t_380439_b_25620_tn_0,14001212
7500000,WKO00_S_20200626_20230429,U2-10 14,75,1,t_379889_b_25620_tn_0,14001212,t_379955_b_25620_tn_0,14001212
7600000,WKO00_S_20200626_20230429,U2-11 58,76,1,t_381196_b_25620_tn_0,14001232,t_381200_b_25620_tn_0,14001232
7700000,WKO00_MTWThFS_20200626_20230429,9033,77,1,t_769985_b_25620_tn_0,14002377,t_770006_b_25620_tn_0,14002377
7800000,WKO00_MTWThFS_20200626_20230429,9034,78,1,t_769989_b_25620_tn_0,14002377,t_769955_b_25620_tn_0,14002377
7900000,WKO00_Su_20200626_20230429,U2-01 4,79,1,t_561027_b_25620_tn_0,14002170,t_561057_b_25620_tn_0,14002170
800000,WKO00_MTWThF_20200626_20230429,2203,8,1,t_911036_b_25620_tn_0,14002601,t_911074_b_25620_tn_0,14002788
8000000,WKO00_Su_20200626_20230429,U2-02 2,80,1,t_559896_b_25620_tn_0,14008105,t_559886_b_25620_tn_0,14008105
8100000,WKO00_Su_20200626_20230429,U2-03 16,81,1,t_699619_b_25620_tn_0,14002170,t_560992_b_25620_tn_0,14002170
8200000,WKO00_Su_20200626_20230429,U2-04 58,82,1,t_381169_b_25620_tn_0,14001232,t_381127_b_25620_tn_0,14001232
8300000,WKO00_Su_20200626_20230429,U2-05 4,83,1,t_560962_b_25620_tn_0,14002170,t_699572_b_25620_tn_0,14002530
8400000,WKO00_Su_20200626_20230429,U2-06 5,84,1,t_381115_b_25620_tn_0,14001232,t_381177_b_25620_tn_0,14001232
8500000,WKO00_Su_20200626_20230429,U2-07 11,85,1,t_380417_b_25620_tn_0,14001212,t_380483_b_25620_tn_0,14001212
8600000,WKO00_Su_20200626_20230429,U2-08 13,86,1,t_380037_b_25620_tn_0,14008494,t_380002_b_25620_tn_0,14008494
8700000,WKO00_Su_20200626_20230429,U2-09 10,87,1,t_699591_b_25620_tn_0,14002509,t_699591_b_25620_tn_0,14002170
8800000,WKO00_Su_20200626_20230429,U2-10 58AC,88,1,t_381131_b_25620_tn_0,14001232,t_381183_b_25620_tn_0,14001232
8900000,WKO00_SSu_20200626_20230429,1201,89,1,t_911066_b_25620_tn_0,14007039,t_911048_b_25620_tn_0,14002788
900000,WKO00_MTWThF_20200626_20230429,3201,9,1,t_911044_b_25620_tn_0,14001774,t_911044_b_25620_tn_0,14008494
9000000,WKO00_SSu_20200626_20230429,202,90,1,t_701232_b_25620_tn_0,14001491,t_701377_b_25620_tn_0,14001491
9100000,WKO00_SSu_20200626_20230429,205,91,1,t_701227_b_25620_tn_0,14003793,t_701351_b_25620_tn_0,14003793
9200000,WKO00_SSu_20200626_20230429,208,92,1,t_701254_b_25620_tn_0,14001491,t_701249_b_25620_tn_0,14001491
9300000,WKO00_SSu_20200626_20230429,2201,93,1,t_911082_b_25620_tn_0,14006842,t_911043_b_25620_tn_0,14002601
9400000,WKO00_SSu_20200626_20230429,33054,94,1,t_560761_b_25620_tn_0,14004347,t_560752_b_25620_tn_0,14004347
9500000,WKO00_SSu_20200626_20230429,U20-3,95,1,t_900022_b_25620_tn_0,14004376,t_900074_b_25620_tn_0,14006127
9600000,WKO00_SSu_20200626_20230429,U22-1,96,1,t_909796_b_25620_tn_0,14002701,t_909799_b_25620_tn_0,14002701
9700000,WKO00_SSu_20200626_20230429,U22-2,97,1,t_909795_b_25620_tn_0,14002701,t_909801_b_25620_tn_0,14002701
9800000,WKO00_SSu_20200626_20230429,U22-3,98,1,t_909797_b_25620_tn_0,14002701,t_909803_b_25620_tn_0,14002701
9900000,WKO00_SSu_20200626_20230429,U24-3,99,1,t_905225_b_25620_tn_0,14003693,t_907213_b_25620_tn_0,14003693
