route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
11,WD1,11WD215,,1,,rt4311_shp,1,1
11,WD1,43WD216,,0,,rt4311_shp,1,1
11,WE1,11WE1,,0,,rt4311_shp,1,1
11,WE1,43WE2,,0,,rt4311_shp,1,1
11,WE1,11WE3,,1,,rt4311_shp,1,1
11,WE1,43WE4,,0,,rt4311_shp,1,1
11,WE1,11WE5,,1,,rt4311_shp,1,1
11,WE1,43WE6,,0,,rt4311_shp,1,1
11,WE1,11WE7,,1,,rt4311_shp,1,1
11,WE1,43WE8,,0,,rt4311_shp,1,1
11,WE1,11WE9,,1,,rt4311_shp,1,1
11,WE1,43WE10,,0,,rt4311_shp,1,1
11,WE1,11WE11,,1,,rt4311_shp,1,1
11,WE1,43WE12,,0,,rt4311_shp,1,1
11,WE1,11WE13,,1,,rt4311_shp,1,1
11,WE1,43WE14,,0,,rt4311_shp,1,1
11,WE1,11WE15,,1,,rt4311_shp,1,1
11,WE1,43WE16,,0,,rt4311_shp,1,1
