shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
sta3,38.8743,-77.28239,42,7149.06
sta3,38.87565,-77.28385,43,7345.14
sta3,38.8758,-77.28205,44,7501.73
sta3,38.87604,-77.28077,45,7615.62
sta3,38.87645,-77.27991,46,7702.85
sta3,38.87682,-77.27968,47,7748.52
sta3,38.87731,-77.2796,48,7803.41
sta3,38.87832,-77.27966,49,7915.75
sta3,38.87828,-77.27859,50,8008.41
sta3,38.87813,-77.27745,51,8108.41
sta3,38.87844,-77.27617,52,8224.37
sta3,38.8789,-77.27518,53,8324.09
sta3,38.87923,-77.27428,54,8410.14
sta3,38.87939,-77.2726,55,8556.54
sta3,38.87926,-77.27233,56,8584
sta3,38.87874,-77.27225,57,8642.19
sta3,38.87841,-77.27203,58,8683.5
sta3,38.87847,-77.27147,59,8732.4
sta0,38.8353,-77.30821,1,0
sta0,38.83537,-77.30761,2,52.51
sta0,38.83541,-77.30718,3,89.99
sta0,38.83541,-77.30709,4,97.78
sta0,38.83538,-77.30702,5,104.69
sta0,38.83531,-77.30697,6,113.6
sta0,38.83516,-77.30697,7,130.26
sta0,38.83491,-77.30697,8,158.04
sta0,38.83462,-77.30696,9,190.27
sta0,38.83454,-77.30695,10,199.2
sta0,38.83443,-77.30692,11,211.7
sta0,38.83429,-77.30686,12,228.1
sta0,38.83422,-77.30684,13,236.07
sta0,38.83415,-77.30681,14,244.27
sta0,38.83411,-77.30675,15,251.1
sta0,38.83407,-77.30666,16,260.07
sta0,38.83406,-77.30648,17,275.69
sta0,38.83408,-77.30619,18,300.89
sta0,38.83413,-77.30575,19,339.37
sta0,38.83416,-77.3053,20,378.46
sta0,38.8342,-77.305,21,404.81
sta0,38.83422,-77.30486,22,417.13
sta0,38.83425,-77.30476,23,426.4
sta0,38.83429,-77.30465,24,436.91
sta0,38.83432,-77.30457,25,444.59
sta0,38.83436,-77.3045,26,452.11
sta0,38.83442,-77.30446,27,459.62
sta0,38.8345,-77.30446,28,468.51
sta0,38.83457,-77.30448,29,476.48
sta0,38.83471,-77.30454,30,492.88
sta0,38.83505,-77.30471,31,533.42
sta0,38.83522,-77.30482,32,554.57
sta0,38.83534,-77.30492,33,570.47
sta0,38.83546,-77.30505,34,587.91
sta0,38.83555,-77.3052,35,604.3
sta0,38.83562,-77.30541,36,624.07
sta0,38.83565,-77.30558,37,639.16
sta0,38.83564,-77.30585,38,662.55
sta0,38.83559,-77.30643,39,713.06
sta0,38.83554,-77.30678,40,743.85
sta0,38.83552,-77.30688,41,752.79
sta0,38.83536,-77.30823,42,870.98
sta0,38.83538,-77.30835,43,881.6
sta0,38.83544,-77.30842,44,890.61
sta0,38.83553,-77.30845,45,900.94
sta0,38.83578,-77.30853,46,929.57
sta0,38.83593,-77.30859,47,947.02
sta0,38.83605,-77.30866,48,961.67
sta0,38.83624,-77.30878,49,985.2
sta0,38.83638,-77.30886,50,1002.22
sta0,38.8365,-77.30893,51,1016.87
sta0,38.83663,-77.30897,52,1031.72
sta0,38.83674,-77.309,53,1044.22
sta0,38.83685,-77.30901,54,1056.47
sta0,38.83699,-77.30901,55,1072.02
sta0,38.83719,-77.30898,56,1094.4
sta0,38.83727,-77.30896,57,1103.45
sta0,38.8374,-77.30892,58,1118.31
sta0,38.83754,-77.30889,59,1134.08
sta0,38.83769,-77.30889,60,1150.74
sta0,38.83782,-77.3089,61,1165.21
sta0,38.83795,-77.30893,62,1179.89
sta0,38.8381,-77.30896,63,1196.76
sta0,38.83825,-77.30897,64,1213.45
sta0,38.8384,-77.30896,65,1230.14
sta0,38.83854,-77.30892,66,1246.07
sta0,38.83866,-77.30887,67,1260.09
sta0,38.83879,-77.3088,68,1275.75
sta0,38.8389,-77.30871,69,1290.25
sta0,38.83901,-77.30862,70,1304.74
sta0,38.83914,-77.30845,71,1325.36
sta0,38.83926,-77.30832,72,1342.8
sta0,38.83938,-77.30819,73,1360.25
sta0,38.83957,-77.30805,74,1384.59
sta0,38.83975,-77.30794,75,1406.74
sta0,38.83992,-77.30787,76,1426.58
sta0,38.84008,-77.3078,77,1445.36
sta0,38.84021,-77.30773,78,1461.02
sta0,38.84034,-77.30763,79,1477.86
sta0,38.84046,-77.30751,80,1494.76
sta0,38.84058,-77.3074,81,1511.15
sta0,38.84076,-77.30722,82,1536.5
sta0,38.84091,-77.30711,83,1555.69
sta0,38.84107,-77.30702,84,1575.1
sta0,38.84124,-77.30695,85,1594.94
sta0,38.84159,-77.30682,86,1635.42
sta0,38.84204,-77.30666,87,1687.3
sta0,38.84228,-77.30658,88,1714.85
sta0,38.84269,-77.30642,89,1762.47
sta0,38.84289,-77.30635,90,1785.5
sta0,38.84352,-77.30615,91,1857.61
sta0,38.845,-77.30566,92,2027.43
sta0,38.84588,-77.30533,93,2129.29
sta0,38.84683,-77.30499,94,2238.87
sta0,38.84644,-77.3036,95,2366.73
sta0,38.84565,-77.30385,96,2457.13
sta0,38.84517,-77.3017,97,2650.68
sta0,38.84477,-77.29914,98,2876.63
sta0,38.84436,-77.29667,99,3095.18
sta0,38.84402,-77.29417,100,3314.81
sta0,38.84375,-77.29176,101,3525.51
sta0,38.84339,-77.2894,102,3733.63
sta0,38.84311,-77.28668,103,3971.07
sta0,38.84279,-77.28431,104,4179.23
sta0,38.84242,-77.28185,105,4396.05
sta0,38.84207,-77.27925,106,4624.4
sta0,38.84171,-77.27684,107,4836.76
sta0,38.84144,-77.27441,108,5049.19
sta0,38.84119,-77.2719,109,5268.18
sta0,38.84277,-77.27203,110,5444.1
sta0,38.84624,-77.27235,111,5830.65
sta0,38.84817,-77.27303,112,6053.02
sta0,38.85005,-77.27261,113,6265.05
sta0,38.85199,-77.27211,114,6484.9
sta0,38.85384,-77.27161,115,6694.96
sta0,38.85564,-77.27112,116,6899.4
sta0,38.85746,-77.27089,117,7102.6
sta0,38.86006,-77.2709,118,7391.49
sta0,38.86216,-77.26977,119,7644.48
sta0,38.86263,-77.27206,120,7849.37
sta0,38.86301,-77.27441,121,8057.02
sta0,38.8635,-77.27611,122,8213.86
sta0,38.86472,-77.27505,123,8376.6
sta0,38.86483,-77.27228,124,8623.11
sta0,38.8649,-77.26962,125,8853.37
sta0,38.86497,-77.26636,126,9135.52
sta0,38.86507,-77.26202,127,9511.15
sta0,38.86545,-77.26197,128,9553.59
sta0,38.86599,-77.26195,129,9613.62
sta0,38.86646,-77.26202,130,9666.19
sta0,38.867,-77.26225,131,9729.4
sta0,38.86746,-77.26259,132,9788.37
sta0,38.86863,-77.2629,133,9921.11
sta0,38.86913,-77.2631,134,9979.3
sta0,38.86965,-77.26337,135,10041.62
sta0,38.87002,-77.26342,136,10082.96
sta0,38.87046,-77.26325,137,10134.01
sta0,38.87099,-77.263,138,10196.75
sta0,38.87159,-77.26295,139,10263.55
sta0,38.872,-77.263,140,10309.31
sta0,38.87237,-77.26309,141,10351.15
sta0,38.87291,-77.26332,142,10414.37
sta0,38.87497,-77.26421,143,10655.86
sta0,38.87554,-77.26466,144,10730.2
sta0,38.87619,-77.26533,145,10822.8
sta0,38.87712,-77.26623,146,10952.17
sta0,38.87754,-77.2666,147,11008.76
sta0,38.87788,-77.26693,148,11056.11
sta0,38.87821,-77.26715,149,11097.42
sta0,38.8786,-77.26724,150,11141.45
sta0,38.88055,-77.26735,151,11358.32
sta0,38.88156,-77.26745,152,11470.88
sta0,38.88313,-77.26781,153,11648.08
sta0,38.88286,-77.26848,154,11713.33
sta0,38.88254,-77.2689,155,11764.17
sta0,38.88226,-77.26924,156,11806.98
sta0,38.88139,-77.26921,157,11903.68
sta0,38.88063,-77.26907,158,11988.99
sta0,38.88028,-77.26926,159,12031.2
sta0,38.87996,-77.26969,160,12082.66
sta0,38.87971,-77.2705,161,12158.03
sta0,38.8795,-77.27236,162,12320.59
sta0,38.87874,-77.27225,163,12405.57
sta0,38.87841,-77.27202,164,12447.29
sta0,38.87847,-77.27147,165,12495.33
sta1,38.8353,-77.30821,1,0
sta1,38.83537,-77.30761,2,52.51
sta1,38.83541,-77.30718,3,89.99
sta1,38.83541,-77.30709,4,97.78
sta1,38.83538,-77.30702,5,104.69
sta1,38.83531,-77.30697,6,113.6
sta1,38.83516,-77.30697,7,130.26
sta1,38.83491,-77.30697,8,158.04
sta1,38.83462,-77.30696,9,190.27
sta1,38.83454,-77.30695,10,199.2
sta1,38.83443,-77.30692,11,211.7
sta1,38.83429,-77.30686,12,228.1
sta1,38.83422,-77.30684,13,236.07
sta1,38.83415,-77.30681,14,244.27
sta1,38.83411,-77.30675,15,251.1
sta1,38.83407,-77.30666,16,260.07
sta1,38.83406,-77.30648,17,275.69
sta1,38.83408,-77.30619,18,300.89
sta1,38.83413,-77.30575,19,339.37
sta1,38.83416,-77.3053,20,378.46
sta1,38.8342,-77.305,21,404.81
sta1,38.83422,-77.30486,22,417.13
sta1,38.83425,-77.30476,23,426.4
sta1,38.83429,-77.30465,24,436.91
sta1,38.83432,-77.30457,25,444.59
sta1,38.83436,-77.3045,26,452.11
sta1,38.83442,-77.30446,27,459.62
sta1,38.8345,-77.30446,28,468.51
sta1,38.83457,-77.30448,29,476.48
sta1,38.83471,-77.30454,30,492.88
sta1,38.83505,-77.30471,31,533.42
sta1,38.83522,-77.30482,32,554.57
sta1,38.83534,-77.30492,33,570.47
sta1,38.83546,-77.30505,34,587.91
sta1,38.83555,-77.3052,35,604.3
sta1,38.83562,-77.30541,36,624.07
sta1,38.83565,-77.30558,37,639.16
sta1,38.83564,-77.30585,38,662.55
sta1,38.83559,-77.30643,39,713.06
sta1,38.83554,-77.30678,40,743.85
sta1,38.83552,-77.30688,41,752.79
sta1,38.83532,-77.30856,42,899.88
sta1,38.83531,-77.30869,43,911.19
sta1,38.8353,-77.30878,44,919.06
sta1,38.83515,-77.31062,45,1079.18
sta1,38.8351,-77.31142,46,1148.64
sta1,38.8351,-77.31154,47,1159.03
sta1,38.83515,-77.31165,48,1170.05
sta1,38.83521,-77.31168,49,1177.2
sta1,38.8353,-77.31167,50,1187.24
sta1,38.83605,-77.31159,51,1270.86
sta1,38.83734,-77.31205,52,1419.62
sta1,38.83805,-77.31192,53,1499.31
sta1,38.83853,-77.31159,54,1559.81
sta1,38.83976,-77.31074,55,1715.02
sta1,38.84169,-77.30945,56,1956.78
sta1,38.84277,-77.30871,57,2092.8
sta1,38.84317,-77.30846,58,2142.23
sta1,38.84445,-77.30743,59,2310.08
sta1,38.8463,-77.3066,60,2527.82
sta1,38.84714,-77.30624,61,2626.22
sta1,38.84919,-77.30644,62,2854.65
sta1,38.84976,-77.30663,63,2920.08
sta1,38.85012,-77.30697,64,2969.74
sta1,38.85061,-77.30796,65,3071.24
sta1,38.85269,-77.3076,66,3304.44
sta1,38.85462,-77.30742,67,3519.45
sta1,38.85657,-77.30743,68,3736.12
sta1,38.85765,-77.30743,69,3856.12
sta1,38.85963,-77.3075,70,4076.2
sta1,38.8612,-77.30729,71,4251.59
sta1,38.86116,-77.30486,72,4461.88
sta1,38.86104,-77.30243,73,4672.54
sta1,38.86101,-77.30195,74,4714.2
sta1,38.86096,-77.30168,75,4738.22
sta1,38.86072,-77.30148,76,4770
sta1,38.86037,-77.30126,77,4813.3
sta1,38.86113,-77.29875,78,5047.11
sta1,38.86159,-77.29635,79,5260.95
sta1,38.86206,-77.2937,80,5496.1
sta1,38.86255,-77.29106,81,5730.9
sta1,38.86301,-77.28862,82,5948.1
sta1,38.86331,-77.28607,83,6171.23
sta1,38.86359,-77.28364,84,6383.75
sta1,38.86388,-77.2812,85,6597.29
sta1,38.86417,-77.27868,86,6819.39
sta1,38.86432,-77.27698,87,6967.41
sta1,38.86443,-77.27613,88,7047.08
sta1,38.86465,-77.27513,89,7136.98
sta1,38.86483,-77.27228,90,7383.49
sta1,38.8649,-77.26962,91,7613.75
sta1,38.86497,-77.26636,92,7895.9
sta1,38.86507,-77.26202,93,8271.53
sta1,38.86545,-77.26197,94,8313.98
sta1,38.86599,-77.26195,95,8374
sta1,38.86646,-77.26202,96,8426.57
sta1,38.867,-77.26225,97,8489.79
sta1,38.86746,-77.26259,98,8548.76
sta1,38.86863,-77.2629,99,8681.49
sta1,38.86913,-77.2631,100,8739.68
sta1,38.86965,-77.26337,101,8802
sta1,38.87002,-77.26342,102,8843.34
sta1,38.87046,-77.26325,103,8894.39
sta1,38.87099,-77.263,104,8957.13
sta1,38.87159,-77.26295,105,9023.93
sta1,38.872,-77.263,106,9069.69
sta1,38.87237,-77.26309,107,9111.54
sta1,38.87291,-77.26332,108,9174.75
sta1,38.87497,-77.26421,109,9416.24
sta1,38.87554,-77.26466,110,9490.58
sta1,38.87619,-77.26533,111,9583.18
sta1,38.87712,-77.26623,112,9712.56
sta1,38.87754,-77.2666,113,9769.14
sta1,38.87788,-77.26693,114,9816.49
sta1,38.87821,-77.26715,115,9857.8
sta1,38.8786,-77.26724,116,9901.83
sta1,38.88055,-77.26735,117,10118.7
sta1,38.88156,-77.26745,118,10231.26
sta1,38.88313,-77.26781,119,10408.46
sta1,38.88286,-77.26848,120,10473.72
sta1,38.88254,-77.2689,121,10524.55
sta1,38.88226,-77.26924,122,10567.36
sta1,38.88139,-77.26921,123,10664.06
sta1,38.88063,-77.26907,124,10749.37
sta1,38.88028,-77.26926,125,10791.59
sta1,38.87996,-77.26969,126,10843.04
sta1,38.87971,-77.2705,127,10918.41
sta1,38.8795,-77.27236,128,11080.97
sta1,38.87874,-77.27225,129,11165.95
sta1,38.87841,-77.27202,130,11207.67
sta1,38.87847,-77.27147,131,11255.71
