service_id,date,exception_type
all-sun,20150907,2
all-sun,20140901,2
all-mtwh,20140901,1
all-sun,20140526,2
all-sun,20140704,2
all-mtwh,20140526,1
all-f,20151225,1
all-mtwh,20141225,1
all-f,20140704,1
all-sun,20141225,2
all-sun,20140101,2
all-sun,20151225,2
all-mtwh,20140101,1
all-mtwh,20150101,1
all-mtwh,20150525,1
all-sun,20150101,2
all-sun,20151126,2
all-mtwh,20150907,1
all-mtwh,20141127,1
all-sun,20141127,2
all-sun,20150704,2
all-sun,20150525,2
all-sat,20150704,1
all-mtwh,20151126,1
