stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url
222,74003,"Shirlington Road, NB @ 25th Street S, NS",38.846976,-77.083698,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A74003#realTimeResultsContainer"
223,74002,"SShirlington Road, NB @  Kemper Road, FS",38.844742,-77.084493,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A74002#realTimeResultsContainer"
234,41226,"Columbia Pike, WB @ S Frederick Street, NS",38.854926,-77.114921,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41226#realTimeResultsContainer"
235,41227,"Columbia Pike, WB @ S Greenbrier Street, NS",38.854300,-77.116978,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41227#realTimeResultsContainer"
236,41225,"Columbia Pike, WB @ S Dinwiddie Street, FS",38.855729,-77.112897,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41225#realTimeResultsContainer"
237,41001,"S Dinwiddie Street, SB @ Columbia Pike, NS",38.856335,-77.112638,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41001#realTimeResultsContainer"
239,41228,"S Greenbrier Street, NB @ Mid Block, MB",38.855668,-77.118447,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41228#realTimeResultsContainer"
244,41003,"Columbia Pike, EB @ S Thomas Street, NS",38.857735,-77.104579,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41003#realTimeResultsContainer"
245,41223,"Columbia Pike, WB @ S Thomas Street, NS",38.858095,-77.104040,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41223#realTimeResultsContainer"
246,41004,"Columbia Pike, EB @ S George Mason Drive, NS",38.858588,-77.101427,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41004#realTimeResultsContainer"
247,41222,"Columbia Pike, WB @ S George Mason Drive, NS",38.859058,-77.100698,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41222#realTimeResultsContainer"
248,41005,"Columbia Pike, EB @ S Quincy Street, NS",38.859276,-77.099212,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41005#realTimeResultsContainer"
249,41221,"Columbia Pike, WB @ S Quincy Street, FS",38.859533,-77.099049,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41221#realTimeResultsContainer"
250,41006,"Columbia Pike, EB @ S Oakland Street, NS",38.860145,-77.095991,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41006#realTimeResultsContainer"
251,41220,"Columbia Pike, WB @ S Oakland Street, NS",38.860498,-77.095501,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41220#realTimeResultsContainer"
252,41007,"Columbia Pike, EB @ S Monroe Street, FS",38.860800,-77.093600,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41007#realTimeResultsContainer"
254,41218,"S Glebe Road, SB @ Columbia Pike, NS",38.861576,-77.092225,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41218#realTimeResultsContainer"
255,41008,"S Glebe Road, NB @ Columbia Pike, FS",38.861734,-77.091872,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41008#realTimeResultsContainer"
262,41217,"S Glebe Road, SB @ 8th Street S, NS",38.864809,-77.092597,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41217#realTimeResultsContainer"
265,41009,"S Glebe Road, NB @ 7th Street S, NS",38.865510,-77.092870,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41009#realTimeResultsContainer"
267,41010,"S Glebe Road, NB @ 6th Street S, FS",38.866626,-77.094768,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41010#realTimeResultsContainer"
268,41216,"S Glebe Road, SB @ 6th Street S, NS",38.866471,-77.094862,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41216#realTimeResultsContainer"
269,41012,"S Glebe Road, NB @ Old Glebe Road, NS",38.867620,-77.096310,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41012#realTimeResultsContainer"
272,41013,"S Glebe Road, NB @ 1st Road S, NS",38.868802,-77.098429,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41013#realTimeResultsContainer"
273,41215,"S Glebe Road, SB @ 2nd Street S, NS",38.868553,-77.098346,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41215#realTimeResultsContainer"
283,41014,"S Glebe Road, NB @ Arlington Blvd (Rte 50), NS",38.870168,-77.099995,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41014#realTimeResultsContainer"
284,41214,"S Glebe Road, SB @ Arlington Blvd Rte 50, FS",38.869988,-77.100215,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41214#realTimeResultsContainer"
285,41213,"N Glebe Road, SB @ 2nd Street N, FS",38.872050,-77.102958,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41213#realTimeResultsContainer"
287,41016,"N Glebe Road, NB @ N Piedmont Street, NS",38.872723,-77.103375,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41016#realTimeResultsContainer"
288,41017,"N Glebe Road, NB @ N Pershing Drive, NS",38.873799,-77.104923,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41017#realTimeResultsContainer"
289,41212,"N Glebe Road, SB @ N Pershing Drive, FS",38.873571,-77.104912,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41212#realTimeResultsContainer"
290,41018,"N Glebe Road, NB @ 3rd Road N, NS",38.874686,-77.106132,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41018#realTimeResultsContainer"
292,41233,"S Dinwiddie Street, SB @ 8th Road S, FS",38.858555,-77.113817,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41233#realTimeResultsContainer"
294,41232,"7th Road S, EB @ Park Condos, NS",38.859762,-77.117328,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41232#realTimeResultsContainer"
296,41231,"7th Road S, EB @ S Florida Street, NS",38.858684,-77.118713,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41231#realTimeResultsContainer"
297,41229,"S Greenbrier Street, NB @ 8th Road S, FS",38.857169,-77.119226,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41229#realTimeResultsContainer"
334,41209,"N Randolph St, SB @ Ballston Quarter, MB",38.879100,-77.109300,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41209#realTimeResultsContainer"
335,41021,"N Randolph St, NB @ Wilson Blvd, NS",38.879183,-77.109092,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41021#realTimeResultsContainer"
337,41020,"N Glebe Road, NB @ N Quincy Street, FS",38.876432,-77.108506,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41020#realTimeResultsContainer"
338,41210,"N Glebe Road, SB @  Henderson Road, NS",38.876137,-77.108690,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41210#realTimeResultsContainer"
339,41211,"N Glebe Road, SB @ 4th Street N, NS",38.875519,-77.107651,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41211#realTimeResultsContainer"
340,41019,"N Glebe Road, NB @ 4th Street N, NS",38.875493,-77.107263,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41019#realTimeResultsContainer"
341,67002,"Wilson Blvd, EB @ N Quincy Street, FS",38.879800,-77.107200,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A67002#realTimeResultsContainer"
342,41208,"Wilson Blvd, WB @ N Pollard Street, NS",38.880169,-77.106249,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41208#realTimeResultsContainer"
343,41023,"Wilson Blvd, EB @ N Oakland St, FS",38.881282,-77.103827,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41023#realTimeResultsContainer"
344,41207,"Wilson Blvd, WB @ N Oakland Street, FS",38.881163,-77.104357,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41207#realTimeResultsContainer"
345,41024,"Wilson Blvd, EB @ N Kenmore Street, NS",38.882907,-77.100442,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41024#realTimeResultsContainer"
346,41206,"Wilson Blvd, WB @ N Kansas Street, NS",38.883065,-77.100526,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41206#realTimeResultsContainer"
412,62004,"Lee Highway, WB @ Lorcom Lane, NS",38.898489,-77.117304,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A62004#realTimeResultsContainer"
413,62213,"Lee Highway, EB @ N Vermont Street, MB",38.898057,-77.116484,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A62213#realTimeResultsContainer"
414,62015,"Lee Highway, WB @ N Thomas Street, NS",38.897586,-77.115134,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A62015#realTimeResultsContainer"
415,62214,"Lee Highway, EB @ N Thomas Street, FS",38.897440,-77.115254,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A62214#realTimeResultsContainer"
416,62003,"Lee Highway, WB @ N Utah St, FS",38.897227,-77.114189,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A62003#realTimeResultsContainer"
440,41025,"Clarendon Blvd, EB @ N Highland Street, NS",38.886778,-77.095136,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41025#realTimeResultsContainer"
444,41204,"Wilson Blvd, WB @ N Fillmore Street, NS",38.888855,-77.093019,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41204#realTimeResultsContainer"
446,41203,"Wilson Blvd, WB @ N Danville Street, NS",38.889789,-77.090456,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41203#realTimeResultsContainer"
447,41202,"Wilson Blvd, WB @ N Barton Street, NS",38.890617,-77.088307,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41202#realTimeResultsContainer"
448,41027,"Clarendon Blvd, EB @ N Danville Street, NS",38.888487,-77.091119,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41027#realTimeResultsContainer"
449,41028,"Clarendon Blvd, EB @ N Barton Street, NS",38.889370,-77.088824,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41028#realTimeResultsContainer"
450,41029,"Clarendon Blvd, EB @ N Wayne Street, NS",38.890345,-77.086492,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41029#realTimeResultsContainer"
451,41201,"Wilson Blvd, WB @ N Veitch Street, NS",38.891465,-77.085513,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41201#realTimeResultsContainer"
454,61107,"Clarendon Blvd, EB @ N Uhle Street, NS",38.891310,-77.085020,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A61107#realTimeResultsContainer"
457,41031,"Court House Metro, Arlington Co Offices (Flags)",38.890665,-77.084930,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41031#realTimeResultsContainer"
460,61010,"Wilson Blvd, WB @ N Rhodes Street, FS",38.893155,-77.080659,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A61010#realTimeResultsContainer"
475,61002,"Rosslyn Metro Bay A, N Moore St, SB @ Wilson, NS",38.896730,-77.071620,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A61002#realTimeResultsContainer"
513,42001,"Ballston Metro F, Fairfax Dr, EB @ N Stafford, NS",38.882088,-77.111083,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A42001#realTimeResultsContainer"
530,42026,"Pentagon Metro @ Bay U3",38.868426,-77.054603,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A42026#realTimeResultsContainer"
531,42214,"S Courthouse Road, NB @ 2nd Street S, NS",38.871430,-77.081669,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A42214#realTimeResultsContainer"
533,42208,"Columbia Pike, WB @ S Orme Street, NS",38.866569,-77.071720,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A42208#realTimeResultsContainer"
534,42021,"Columbia Pike, EB @ S Orme Street, FS",38.866473,-77.071416,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A42021#realTimeResultsContainer"
543,82101,"24th Road S, WB @ S Glebe Road , FS",38.848179,-77.081113,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A82101#realTimeResultsContainer"
553,74015,"Walter Reed Drive, NB @ 19th Street S, NS",38.853093,-77.089516,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A74015#realTimeResultsContainer"
558,42009,"Washington Blvd, SB @ 9th Street N, NS",38.883035,-77.092030,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A42009#realTimeResultsContainer"
559,42010,"Washington Blvd, SB @ N Pershing Drive, FS",38.880520,-77.090450,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A42010#realTimeResultsContainer"
560,42011,"Washington Blvd, SB @ 3rd Street N, NS",38.878902,-77.089025,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A42011#realTimeResultsContainer"
561,42016,"S Courthouse Road, SB @ 6th Street S, NS",38.869096,-77.081368,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A42016#realTimeResultsContainer"
562,42017,"S Courthouse Road, SB @ 8th Street S, NS",38.866838,-77.080983,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A42017#realTimeResultsContainer"
563,42018,"S Courthouse Road, SB @ 9th Street S, FS",38.865062,-77.080636,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A42018#realTimeResultsContainer"
564,42019,"Columbia Pike, EB @ S Scott Street, NS",38.864830,-77.077835,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A42019#realTimeResultsContainer"
565,42025,"Army Navy Drive, NB @ S Hayes Street, NS",38.865328,-77.058972,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A42025#realTimeResultsContainer"
566,42203,"Army Navy Drive, WB @ S Fern Street, NS",38.865241,-77.056318,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A42203#realTimeResultsContainer"
567,42210,"Columbia Pike, WB @ S Scott Street, FS",38.865088,-77.077526,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A42210#realTimeResultsContainer"
568,42211,"S Courthouse Road, NB @ Columbia Pike, FS",38.864980,-77.080410,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A42211#realTimeResultsContainer"
569,42212,"S Courthouse Road, NB @ 8th Street S, FS",38.866991,-77.080813,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A42212#realTimeResultsContainer"
570,42213,"S Courthouse Road, NB @ 5th Street S, NS",38.869600,-77.081300,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A42213#realTimeResultsContainer"
571,42215,"Washington Blvd, NB @ N Wayne Street, NS",38.876579,-77.085247,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A42215#realTimeResultsContainer"
572,42216,"Washington Blvd, NB @ N Barton Street, FS",38.877438,-77.086431,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A42216#realTimeResultsContainer"
574,42217,"Washington Blvd, NB @ 3rd Street N, NS",38.878571,-77.088018,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A42217#realTimeResultsContainer"
575,42218,"Washington Blvd, NB @ N Bryan Street, NS",38.879400,-77.089177,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A42218#realTimeResultsContainer"
576,42219,"Washington Blvd, NB @ N Pershing Drive, NS",38.880647,-77.090183,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A42219#realTimeResultsContainer"
577,42220,"Washington Blvd, NB @ 9th Street N, NS",38.882740,-77.091496,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A42220#realTimeResultsContainer"
578,41205,"Wilson Blvd, WB @ N Herndon Street, NS",38.887254,-77.095369,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41205#realTimeResultsContainer"
579,41236,"Wilson Blvd, WB @ 10th Street N, NS",38.884804,-77.098380,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41236#realTimeResultsContainer"
580,41237,"Wilson Blvd, WB @ N Monroe Street, FS",38.881931,-77.102948,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41237#realTimeResultsContainer"
812,41032,"Wilson Blvd, EB @ 10th Street N, FS",38.884734,-77.098234,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A41032#realTimeResultsContainer"
814,42008,"Washington Blvd, SB @ 10th Street N, NS",38.884641,-77.093345,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A42008#realTimeResultsContainer"
815,42012,"Washington Blvd, SB @ N Brookside Drive, FS",38.877386,-77.086861,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A42012#realTimeResultsContainer"
817,42014,"Washington Blvd, SB @ Arlington Blvd (service), NS",38.875663,-77.084472,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A42014#realTimeResultsContainer"
818,42207,"Columbia Pike, WB @ S Oak Street, NS",38.867402,-77.068531,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A42207#realTimeResultsContainer"
819,42022,"Columbia Pike, EB @ S Oak Street, FS",38.867232,-77.068533,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A42022#realTimeResultsContainer"
820,42206,"S Joyce Street, NB @ Columbia Pike, NS",38.869388,-77.063993,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A42206#realTimeResultsContainer"
821,42023,"S Joyce Street, SB @ Columbia Pike, FS",38.869180,-77.064153,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A42023#realTimeResultsContainer"
822,42205,"Army Navy Drive, WB @ S Joyce Street, NS",38.866030,-77.062240,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A42205#realTimeResultsContainer"
823,42024,"Army Navy Drive, NB @ S Joyce Street, FS",38.865691,-77.061809,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A42024#realTimeResultsContainer"
825,42202,"Army Navy Drive, WB @ S Eads Street, FS",38.865106,-77.055238,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A42202#realTimeResultsContainer"
880,42204,"Army Navy Drive, WB @ S Hayes Street, FS",38.865720,-77.060018,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A42204#realTimeResultsContainer"
927,77002,"S Arlington Mill Drive, WB @ S Taylor Street, FS",38.843759,-77.091807,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A77002#realTimeResultsContainer"
928,77003,"S Arlington Mill Drive, WB @ 28th Street S, FS",38.845437,-77.095924,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A77003#realTimeResultsContainer"
929,77004,"Walter Reed Drive, NB @ S Randolph Street, NS",38.847692,-77.094425,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A77004#realTimeResultsContainer"
930,77005,"Walter Reed Drive, NB @ S Pollard Street, FS",38.849953,-77.092707,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A77005#realTimeResultsContainer"
931,77006,"Walter Reed Drive, NB @ S Nelson Street, FS",38.852045,-77.091088,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A77006#realTimeResultsContainer"
934,77010,"Walter Reed Drive, NB @ 13th Road S, NS",38.858810,-77.087490,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A77010#realTimeResultsContainer"
935,77011,"Walter Reed Drive, NB @ 13th Street S, NS",38.859730,-77.087180,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A77011#realTimeResultsContainer"
941,87001,"Army Navy Drive, WB @ S Lynn Street, FS",38.865547,-77.065263,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A87001#realTimeResultsContainer"
942,87002,"Army Navy Drive, SB @ S Nash Street, NS",38.863878,-77.067850,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A87002#realTimeResultsContainer"
943,87003,"Army Navy Drive, SB @ Memorial Drive, FS",38.859180,-77.069510,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A87003#realTimeResultsContainer"
945,87004,"Army Navy Drive, SB @ 20th Street S, NS",38.855623,-77.072159,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A87004#realTimeResultsContainer"
946,87005,"Army Navy Drive, SB @ 22nd Street S, NS",38.854262,-77.073046,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A87005#realTimeResultsContainer"
947,87006,"Army Navy Drive, SB @ 23rd Street, NS",38.853196,-77.073819,"https://www.arlingtontransit.com/riding-art/rider-tools/art-realtime/?Stop=A87006#realTimeResultsContainer"
