timepoint_id,timepoint_code,timepoint_name,timepoint_desc,timepoint_lat,timepoint_lon,zone_id,timepoint_url,location_type,parent_station,timepoint_timezone,wheelchair_boarding
22193,4000197,"Janneys Ln+N Quaker Ln",,38.817139,-77.088737,,,,,,0
22194,4000731,"Slaters Ln+Massey Ln",,38.821701,-77.045448,,,,,,0
22195,4000252,"Mt Vernon Ave+E Mason Ave",,38.821766,-77.057762,,,,,,0
22198,4000863,"W Reed Ave + Mt Vernon Ave",,38.837547,-77.061302,,,,,,0
22199,4000177,"1211 Janneys Ln",,38.815815,-77.084885,,,,,,0
22201,4000322,"Mt Vernon Ave+Stewart Ave",,38.828068,-77.058937,,,,,,0
22203,4000636,"Slaters Ln+Potomac Greens Dr",,38.821445,-77.047943,,,,,,0
22204,4000073,"King St+Park Rd",,38.809273,-77.065369,,,,,,0
22205,4000809,"N Fairfax St + Montgomery St",,38.814087,-77.040413,,,,,,0
22206,4000864,"King St+N PatrickSt",,38.805511,-77.049889,,,,,,0
22207,4000536,"Commonwealth Ave+W Nelson St",,38.819283,-77.063004,,,,,,0
22210,4000856,"King St + Tuckahoe Ln",,38.819714,-77.077698,,,,,,0
22213,4000068,"Yoakum Pkwy + Edsall Rd",,38.808773,-77.139297,,,,,,0
22214,4000562,"E Reed Ave+Richmond Hwy",,38.837021,-77.052017,,,,,,0
22215,4000840,"Martha Custis Dr + Gunston Rd",,38.840012,-77.083353,,,,,,0
22216,4000779,"W Glebe Rd + Old Dominion Blvd",,38.839832,-77.067230,,,,,,0
22217,4001020,"Mark Center Dr + N Beauregard St",,38.832701,-77.119537,,,,,,0
22218,4000881,"King St+Quincy St",,38.823296,-77.082191,,,,,,0
22219,4000675,"Pendleton St+N Payne St",,38.811619,-77.052139,,,,,,0
22220,4000272,"Mt Vernon Ave+E Bellefonte Ave",,38.823284,-77.058220,,,,,,0
22221,4000367,"Martha Custis Dr+Ripon Pl",,38.834240,-77.083588,,,,,,0
22222,4000708,"Gibbon St+S Payne St",,38.800247,-77.054550,,,,,,0
22224,4000975,"N Armistead St + N Beauregard St",,38.822483,-77.134132,,,,,,0
22226,4000755,"Mill Rd+Jamieson Ave",,38.801987,-77.067543,,,,,,0
22229,4000735,"Montgomery St+N Patrick St",,38.814644,-77.048180,,,,,,0
22230,4000638,"King St + N Royal St - Alexandria City Hall",,38.804680,-77.043427,,,,,,0
22231,4000813,"N Fairfax St+Pendleton St SB",,38.810856,-77.041275,,,,,,0
22232,4000858,"King St+N Washington St",,38.805073,-77.046494,,,,,,0
22233,4000498,"Cameron Mills Rd+Beverly Dr",,38.833111,-77.075478,,,,,,0
22234,4000224,"Holmes Run Pkwy+N Van Dorn St",,38.819122,-77.128052,,,,,,0
22235,4000122,"Duke St+N Jordan St",,38.812183,-77.109428,,,,,,0
22238,4000496,"Eisenhower Ave+Swamp Fox Rd (Eisenhower Metro)",,38.801434,-77.071732,,,,,,0
22239,4000500,"Bashford Ln+N Pitt St",,38.818153,-77.042084,,,,,,0
22241,4000639,"Pendleton St+N Alfred St",,38.811119,-77.048248,,,,,,0
22243,4000713,"S Royal St+Duke St",,38.802586,-77.044159,,,,,,0
22244,4000867,"King St+S Peyton St",,38.806160,-77.055870,,,,,,0
22245,4000130,"King St+Highland Pl",,38.812244,-77.069229,,,,,,0
22246,4000101,"Pendleton St+N Patrick St",,38.811073,-77.048775,,,,,,0
22248,4000501,"Cameron Mills Rd+Crescent Dr",,38.834660,-77.076126,,,,,,0
22249,4000401,"Valley Dr+Gunston Rd",,38.838348,-77.079140,,,,,,0
22250,4000827,"Madison St+N Pitt St",,38.812698,-77.043213,,,,,,0
22252,4000977,"Quantrell Ave + N Armistead St",,38.819054,-77.135918,,,,,,0
22253,4000236,"W Braddock Rd+Ruffner Rd",,38.820072,-77.069496,,,,,,0
22254,4000117,"Duke St+Cameron Station Blvd / N Pickett St",,38.811905,-77.119164,,,,,,0
22255,4000736,"S Whiting St+Stevenson Ave",,38.811474,-77.137093,,,,,,0
22257,4000674,"Reading Ave+Exeter Ct",,38.830868,-77.127586,,,,,,0
22260,4000405,"N Beauregard St+W Braddock Rd",,38.838722,-77.111824,,,,,,0
22261,4000668,"S Van Dorn St+Edsall Rd",,38.807808,-77.133255,,,,,,0
22262,4000136,"Duke St+N Paxton St",,38.812519,-77.124214,,,,,,0
22263,4000086,"Pendleton St+N Saint Asaph St",,38.810577,-77.044861,,,,,,0
22264,4000816,"4926 Eisenhower Ave",,38.802525,-77.121925,,,,,,0
22265,4000841,"King St+S Saint Asaph St",,38.804871,-77.045959,,,,,,0
22266,4000615,"Russell Rd+W Del Ray Ave",,38.826443,-77.065659,,,,,,0
22268,4000832,"Madison St+N Henry St",,38.813545,-77.049858,,,,,,0
22270,4000535,"Commonwealth Ave+E Nelson Rd",,38.819370,-77.062836,,,,,,0
22271,4000055,"Duke St+Yale Dr",,38.807762,-77.083160,,,,,,0
22274,4000978,"Lincolnia Rd + N Beauregard St",,38.819557,-77.139679,,,,,,0
22275,4000476,"Slaters Ln + W Abingdon Dr",,38.821518,-77.045403,,,,,,0
22276,4000155,"Janneys Ln+Robinson Ct",,38.813725,-77.074570,,,,,,0
22278,5000577,"Little River Tpke + Oasis Dr - Landmark Plaza",,38.817940,-77.141785,,,,,,0
22279,4000682,"Rayburn Ave+Winston Ct",,38.832203,-77.125122,,,,,,0
22280,4000625,"Dulany St+Duke St",,38.804146,-77.063301,,,,,,0
22281,4000054,"Edsall Rd + Yoakum Pkwy",,38.807671,-77.138557,,,,,,0
22282,4000647,"Russell Rd+W Custis Ave",,38.825035,-77.065369,,,,,,0
22283,4000764,"N Ripley St+Duke St",,38.814339,-77.126366,,,,,,0
22284,4000018,"Duke St + S Payne St",,38.803677,-77.053864,,,,,,0
22286,4000749,"S Van Dorn St+S Pickett St",,38.804806,-77.133781,,,,,,0
22288,4000040,"King St + Sunset Dr",,38.806896,-77.061607,,,,,,0
22289,4000654,"Russell Rd+Mansion Dr",,38.830124,-77.066528,,,,,,0
22290,4000232,"W Braddock Rd+Ruffner Rd",,38.819656,-77.069229,,,,,,0
22291,4001044,"W Glebe Rd + Commonwealth Ave",,38.835491,-77.057976,,,,,,0
22292,4000686,"Rayburn Ave+Harding Ave",,38.832592,-77.127350,,,,,,0
22294,4000159,"Janneys Ln+Robinson Ct",,38.813942,-77.075043,,,,,,0
22295,4000383,"Mt Vernon Ave+W Glebe Rd",,38.836308,-77.061020,,,,,,0
22297,5000578,"Little River Tpke + Oasis Dr - Landmark Plaza",,38.817795,-77.142220,,,,,,0
22298,4000825,"N Fairfax St + Princess St",,38.807812,-77.041763,,,,,,0
22299,4000249,"Mt Vernon Ave+E Mason Ave",,38.821201,-77.057838,,,,,,0
22300,4000838,"Martha Custis Dr + Mount Eagle Pl",,38.836952,-77.083427,,,,,,0
22301,4000824,"N Fairfax St + Madison St",,38.812580,-77.040886,,,,,,0
22302,4000802,"Eisenhower Ave+Cameron Parke Pl",,38.803669,-77.092407,,,,,,0
22303,4000133,"Yoakum Pkwy+Stevenson Ave",,38.812439,-77.139931,,,,,,0
22304,4000114,"Duke St+Ingram St",,38.811760,-77.104942,,,,,,0
22305,4000509,"67 Commonwealth Ave",,38.808441,-77.060234,,,,,,0
22306,4000053,"Duke St+Sweeley St",,38.807590,-77.083328,,,,,,0
22307,4000831,"Madison St+N Patrick St",,38.813408,-77.048752,,,,,,0
22308,4000270,"Seminary Rd+Chapel Hill Dr",,38.823254,-77.101143,,,,,,0
22309,4000041,"Duke St + Witter Dr",,38.806915,-77.078766,,,,,,0
22311,4000887,"King St + Radford St",,38.826191,-77.086273,,,,,,0
22312,4000719,"King St+Albany Ave",,38.818256,-77.076088,,,,,,0
22313,4000094,"Duke St+N French St",,38.810871,-77.100380,,,,,,0
22314,4000140,"5951 Stevenson Ave",,38.812878,-77.135956,,,,,,0
22315,4000634,"N Pitt St+Bellvue Pl",,38.817520,-77.041901,,,,,,0
22316,4000759,"Reading Ave + Winston Ct",,38.830299,-77.125938,,,,,,0
22318,4000317,"Kenmore Ave+N Van Dorn St",,38.827740,-77.114632,,,,,,0
22320,4000877,"King St+Scroggins Rd",,38.820702,-77.079086,,,,,,0
22321,4000285,"N Beauregard St+Morgan St",,38.825073,-77.132240,,,,,,0
22322,4000722,"Vola Lawson Animal Shelter-EB",,38.804466,-77.104187,,,,,,0
22323,4000795,"5230 Eisenhower Ave",,38.801571,-77.125542,,,,,,0
22324,4000490,"W Braddock Rd + Cameron Mills Rd",,38.823776,-77.073387,,,,,,0
22325,4000078,"Duke St+Fort Williams Pkwy",,38.809834,-77.094955,,,,,,0
22327,4000413,"King St+S 28th St - Alexandria Health Department",,38.839855,-77.105583,,,,,,0
22328,4000489,"Seminary Rd + Howard Street - Alexandria Hospital",,38.824162,-77.104881,,,,,,0
22329,4000762,"N Fairfax St + Second St",,38.815578,-77.040077,,,,,,0
22331,4000267,"N Beauregard St+N Armistead St",,38.823090,-77.134331,,,,,,0
22332,4000259,"N Van Dorn St+Taney Ave",,38.822254,-77.125870,,,,,,0
22333,4000014,"Duke St+S Alfred St",,38.803051,-77.049896,,,,,,0
22334,4000721,"Vola Lawson Animal Shelter-WB",,38.804642,-77.104301,,,,,,0
22335,4000814,"N Fairfax St + Pendleton St",,38.809994,-77.041298,,,,,,0
22336,4000318,"Mt Vernon Ave+E Uhler Ave",,38.827728,-77.059029,,,,,,0
22338,4000646,"Russell Rd+W Windsor Ave",,38.823994,-77.065231,,,,,,0
22339,4000263,"W Braddock Rd+Timber Branch Dr",,38.822472,-77.072090,,,,,,0
22340,4000203,"Seminary Rd+N Quaker Ln",,38.817562,-77.090218,,,,,,0
22341,4000652,"Russell Rd+Uhler Ter",,38.828674,-77.065964,,,,,,0
22342,4000472,"1801 N Beauregard St",,38.832890,-77.122673,,,,,,0
22343,4000433,"Martha Custis Dr+Holmes Ln",,38.842203,-77.080521,,,,,,0
22346,4000056,"Alexandria Commons",,38.807976,-77.085983,,,,,,0
22348,4000789,"N Howard St+W Braddock Rd",,38.828827,-77.103928,,,,,,0
22349,4000268,"W Braddock Rd+W Windsor Ave",,38.823196,-77.072701,,,,,,0
22350,4000564,"E Reed Ave+Evans Ln",,38.836876,-77.054062,,,,,,0
22351,4000691,"N Ripley St+Holmes Run Pkwy",,38.817364,-77.126434,,,,,,0
22352,4000869,"King St+Harvard St",,38.806355,-77.057526,,,,,,0
22354,4000861,"King St+West View Ter",,38.813393,-77.070801,,,,,,0
22355,4000662,"Second St+N Pitt St",,38.816200,-77.042137,,,,,,0
22356,4000781,"W Glebe Rd+Milan Dr",,38.841248,-77.069969,,,,,,0
22357,4000129,"S Whiting St+Stevenson Ave",,38.812420,-77.137062,,,,,,0
22358,4000142,"Stevenson Ave + S Whiting St",,38.812992,-77.137680,,,,,,0
22360,4000839,"Kenmore Ave+N Van Dorn St",,38.827358,-77.113770,,,,,,0
22362,4000876,"King St+Harvard St",,38.806416,-77.057076,,,,,,0
22363,4000092,"King St+Walnut Dr",,38.810898,-77.067253,,,,,,0
22364,4000790,"N Howard St + W Braddock Rd",,38.828857,-77.104103,,,,,,0
22365,4000257,"Seminary Rd+Saint Stephens Rd",,38.821972,-77.098175,,,,,,0
22366,4000030,"Duke St+Roberts Ln",,38.805614,-77.068619,,,,,,0
22367,4000368,"Mt Vernon Ave+Herbert St",,38.834415,-77.060074,,,,,,0
22368,4000807,"Cameron Run Regional Park-WB",,38.804375,-77.101669,,,,,,0
22369,4000161,"Duke St+S Walker St",,38.814014,-77.133179,,,,,,0
22370,4000486,"W Braddock Rd+Marlboro Dr",,38.827770,-77.098442,,,,,,0
22371,4000288,"4500 Seminary Rd",,38.824966,-77.106850,,,,,,0
22372,4000473,"Potomac Yard+Potomac Yard Shopping Center - Pier 1",,38.839890,-77.050545,,,,,,0
22373,4000279,"Mt Vernon Ave+E Windsor Ave",,38.824543,-77.058281,,,,,,0
22374,4000141,"Stevenson Av + S Whiting St",,38.812847,-77.137604,,,,,,0
22376,4000800,"Eisenhower Ave+Mill Rd",,38.802559,-77.079918,,,,,,0
22377,4000127,"Duke St+S Pickett St",,38.812180,-77.121323,,,,,,0
22378,4000162,"Janneys Ln+E Taylor Run Pkwy",,38.814049,-77.076683,,,,,,0
22379,4000667,"N Van Dorn St+Kenmore Ave",,38.828316,-77.115723,,,,,,0
22380,4000665,"505 S Van Dorn St",,38.806728,-77.133652,,,,,,0
22382,4000021,"Duke St+S Peyton St",,38.803871,-77.056839,,,,,,0
22383,4000679,"Bashford Ln+Powhatan St",,38.818588,-77.046997,,,,,,0
22384,4000139,"5920 Stevenson Ave",,38.812771,-77.136147,,,,,,0
22385,4000661,"Second St+N Pitt St",,38.815979,-77.041718,,,,,,0
22386,4000312,"4649 Seminary Rd",,38.827156,-77.109650,,,,,,0
22387,4000534,"E Monroe Ave+Newton St",,38.820309,-77.061028,,,,,,0
22389,4000556,"Commonwealth Ave+E Maple St",,38.811527,-77.061203,,,,,,0
22391,4000245,"W Braddock Rd + High St",,38.820889,-77.070526,,,,,,0
22393,4000503,"Cameron Mills Rd+Virginia Ave",,38.827614,-77.073555,,,,,,0
22394,4000815,"N Fairfax St+Oronoco St",,38.809193,-77.041634,,,,,,0
22397,4000711,"S Royal St+Wilkes St",,38.799751,-77.044594,,,,,,0
22398,4000712,"S Royal St+Wolfe St",,38.801350,-77.044418,,,,,,0
22399,4000515,"E Braddock Rd+Ramsey St",,38.814102,-77.057358,,,,,,0
22400,4000702,"Russell Rd+W Mason Ave",,38.820499,-77.066391,,,,,,0
22402,4000089,"300 Yoakum Pkwy",,38.810783,-77.139252,,,,,,0
22403,4000724,"4840 Eisenhower Ave",,38.803253,-77.118980,,,,,,0
22404,4000189,"Janneys Ln+Kingston Ave",,38.816608,-77.087219,,,,,,0
22405,4000342,"King St+N Menokin Dr",,38.831692,-77.094109,,,,,,0
29356,4000447,"Gibbon St+S Columbus St/S Alfred St",,38.799645,-77.049844,,,,,,0
45439,4000709,"501 Gibbon St",,38.799191,-77.046165,,,,,,0
45441,4000125,"703 N Washington St",,38.812241,-77.045296,,,,,,0
45442,4000707,"1013 Gibbon St",,38.799973,-77.052338,,,,,,0
45444,4000190,"1201 E Abingdon Dr",,38.817097,-77.043892,,,,,,0
45445,4000706,"611 Gibbon St",,38.799427,-77.048004,,,,,,0
52657,4000783,"W Glebe Rd+Valley Dr",,38.842209,-77.073380,,,,,,0
52658,4000663,"W Glebe Rd+Florence Dr",,38.841736,-77.071716,,,,,,0
55043,4000970,"W Abingdon Dr + Bashford Ln",,38.818792,-77.044661,,,,,,0
57209,4000387,"King St + 30th St",,38.836601,-77.101105,,,,,,0
57215,4001014,"Mark Center Station - Bay 3",,38.831665,-77.117134,,,,,,0
57218,4001018,"Mark Center Station - Bay 6 (across Mark Ctr Ave)",,38.831640,-77.117749,,,,,,0
57220,4001016,"Mark Center Station - Bay 4",,38.831741,-77.116982,,,,,,0
76068,4000468,"Braddock Rd Metro Station - Bay C",,38.813805,-77.053658,,,,,,0
76118,6001365,"Shirlington Station - Bay G",,38.839996,-77.086761,,,,,,0
76122,4001079,"E Glebe Rd + Montrose Ave",,38.833721,-77.054130,,,,,,0
76133,4000287,"N Van Dorn St+Wyclow Ct",,38.824879,-77.122139,,,,,,0
76134,4000445,"Powhatan St+Second St",,38.817024,-77.046684,,,,,,0
76135,4000833,"Madison St + N Fayette St",,38.813770,-77.050598,,,,,,0
76136,4000873,"King St+Diagonal Rd",,38.806641,-77.058662,,,,,,0
76137,4001054,"Kenwood Ave + W Braddock Rd",,38.826450,-77.085037,,,,,,0
76138,4000590,"Daingerfield Rd+Prince St",,38.805237,-77.058510,,,,,,0
76139,4000747,"Jamieson Ave+Dulany St",,38.803570,-77.063774,,,,,,0
76140,4000696,"S Royal St+Duke St",,38.802261,-77.044067,,,,,,0
76141,4001052,"Kenwood Ave + Valley Dr",,38.832073,-77.080482,,,,,,0
76142,4000044,"Duke St + Roth St",,38.807381,-77.081802,,,,,,0
76143,4000817,"N Fairfax St+Princess St",,38.808029,-77.041870,,,,,,0
76145,4000066,"N Washington St + Princess St",,38.808613,-77.046341,,,,,,0
76146,4000121,"Duke St+S Ingram St",,38.812286,-77.106750,,,,,,0
76148,4000278,"Seminary Rd + Howard Street - Alexandria Hospital",,38.824348,-77.104858,,,,,,0
76149,4000100,"N Washington St + Pendleton St",,38.810894,-77.045860,,,,,,0
76152,4000871,"King St+S Washington St",,38.805073,-77.047470,,,,,,0
76153,4000860,"King St+N Columbus St",,38.805248,-77.047966,,,,,,0
76154,4000505,"Bashford Ln+Seaport Ln",,38.818756,-77.045502,,,,,,0
76156,4000640,"King St+S Alfred St",,38.805317,-77.049347,,,,,,0
76317,4000390,"King St+Park Center Dr",,38.837185,-77.102295,,,,,,0
76319,4001082,"Pendleton St + N Columbus",,38.810974,-77.047050,,,,,,0
76320,4000603,"Eisenhower Metro Station - Bay F",,38.800529,-77.071205,,,,,,0
76363,4000466,"5377 Seminary Rd",,38.838238,-77.120033,,,,,,0
76365,4999991,"Kenwood Av + Centre Plaza",,38.828987,-77.084671,,,,,,0
76366,4000421,"N Beauregard + Branch",,38.840511,-77.109566,,,,,,0
76370,4000455,"Richmond Hwy + E Glebe Rd",,38.832798,-77.051033,,,,,,0
76372,4000375,"5111 Seminary Rd",,38.835476,-77.118217,,,,,,0
76373,4000465,"5217 Seminary Rd",,38.837311,-77.119354,,,,,,0
76375,4000376,"5165 Seminary Rd",,38.835705,-77.118195,,,,,,0
76376,4000394,"5234 Seminary Rd",,38.837257,-77.119522,,,,,,0
76387,4000070,"King St + W Rosemont Ave",,38.809040,-77.064941,,,,,,0
76389,4000164,"Janneys Ln+Cloverway Dr",,38.814152,-77.079979,,,,,,0
76390,4000076,"3700 Duke St",,38.809624,-77.094719,,,,,,0
76391,4000153,"N Washington St + Montgomery St",,38.813686,-77.045242,,,,,,0
76392,4000170,"N Washington St + First St",,38.814957,-77.044708,,,,,,0
76394,4000193,"W Abingdon Dr + Second St",,38.817039,-77.045135,,,,,,0
76395,4000313,"1501 N Van Dorn St",,38.827335,-77.117386,,,,,,0
76396,4000353,"Mark Center Dr+N Beauregard St",,38.832920,-77.119484,,,,,,0
76406,4000630,"100 S Royal St",,38.804325,-77.043686,,,,,,0
76407,4000782,"W Glebe Rd + Valley Dr",,38.842003,-77.073090,,,,,,0
76408,4000836,"Madison St + N West St",,38.813969,-77.052155,,,,,,0
76410,4001035,"Kenwood Ave + W Braddock Rd",,38.826565,-77.084846,,,,,,0
76411,4001037,"Kenwood Ave + Centre Plaza",,38.828655,-77.084587,,,,,,0
76412,4001049,"W Glebe Rd + Commonwealth Ave",,38.835728,-77.058289,,,,,,0
76423,4000016,"Duke St + S Henry St",,38.803493,-77.052436,,,,,,0
76424,4000110,"Duke St+Somervelle St",,38.811624,-77.116854,,,,,,0
76425,4000103,"Duke St+S Gordon St",,38.811197,-77.102546,,,,,,0
76426,4000093,"Duke St+S French St",,38.810839,-77.100833,,,,,,0
76464,4000366,"Martha Custis Dr+Ripon Pl",,38.834224,-77.083424,,,,,,0
77171,4000168,"Janneys Ln+Yale Dr",,38.814685,-77.082844,,,,,,0
77173,4001050,"W Glebe Rd + Mount Vernon Ave",,38.837019,-77.062311,,,,,,0
77281,4000087,"Pendleton St+N Saint Asaph St",,38.810684,-77.044899,,,,,,0
77283,4000360,"Seminary Rd + Southern Towers - Graham Building",,38.833675,-77.115494,,,,,,0
77298,4000872,"Pendleton St + N Royal St",,38.810368,-77.042259,,,,,,0
77303,4000424,"3451 N Beauregard St",,38.840351,-77.109315,,,,,,0
77305,4001057,"N Beauregard + King",,38.841414,-77.108626,,,,,,0
77309,4001067,"Potomac Ave + Reed Ave",,38.837519,-77.049147,,,,,,0
77331,4001094,"King St Metro Station - Bay F",,38.805702,-77.060936,,,,,,0
77332,4000083,"3908 Duke St",,38.810341,-77.098282,,,,,,0
77333,4000693,"N Royal St+Queen St",,38.807122,-77.043190,,,,,,0
77334,4001097,"King St Metro Station - Bay J",,38.806580,-77.059280,,,,,,0
77335,4001095,"King St Metro Station - Bay G",,38.805992,-77.059280,,,,,,0
77336,4001019,"Dulany St + Duke St",,38.804424,-77.063530,,,,,,0
77337,4001090,"King St Metro Station - Bay B",,38.805977,-77.060585,,,,,,0
77338,4001091,"King St Metro Station - Bay C",,38.805820,-77.060974,,,,,,0
77339,4001086,"Duke + N Early St",,38.810513,-77.098442,,,,,,0
77341,4000992,"TC Williams HS",,38.824657,-77.084320,,,,,,0
77342,4001087,"Fillmore Av + Bisdorf Dr",,38.838470,-77.116188,,,,,,0
77343,4001085,"Duke St + Arell Ct/Wheeler Av",,38.808990,-77.091042,,,,,,0
77344,4001096,"King St Metro Station - Bay H",,38.806049,-77.059128,,,,,,0
77346,4001092,"King St Metro Station - Bay D",,38.805737,-77.061256,,,,,,0
77347,4000483,"Van Dorn St Metro Station - Bay A",,38.799961,-77.128746,,,,,,0
77357,4000495,"Eisenhower Av+Swamp Fox Rd (Eisenhower Metro)",,38.801170,-77.071393,,,,,,0
77453,4001047,"E Glebe Rd + Richmond Hwy",,38.832526,-77.050310,,,,,,0
77454,4001111,"E Glebe Rd + Potomac Av",,38.832620,-77.048391,,,,,,0
77459,4001108,"E Braddock Rd at Braddock Rd Metro",,38.812874,-77.054336,,,,,,0
77460,4001109,"E Braddock Rd at Braddock Rd Metro",,38.812746,-77.054412,,,,,,0
77467,4000324,"King St+Marlee Ct",,38.828128,-77.089535,,,,,,0
77468,4000866,"King St+Albany Ave",,38.817961,-77.076043,,,,,,0
77520,4009000,"Pentagon Metro--ARRIVALS ONLY NO BOARDINGS",,38.868122,-77.053333,,,,,,0
77652,6000935,"Pentagon Metro Station - Bay U1",,38.868187,-77.054941,,,,,,0
77658,DMY03,"DMY03-Shirlington NB",,38.841106,-77.083755,,,,,,0
77668,4001084,"First St + N Fayette St",,38.816095,-77.050704,,,,,,0
77672,4001083,"First St + Fayette St",,38.815971,-77.050529,,,,,,0
77673,4000389,"N Beauregard St + Fillmore Ave",,38.837067,-77.113971,,,,,,0
77674,4000851,"Montgomery St + N Saint Asaph St",,38.814095,-77.043997,,,,,,0
