stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
392,4000666,"S Van Dorn St+S Pickett St",,38.805180,-77.134056,,,,,,0
393,4000668,"S Van Dorn St+Edsall Rd",,38.807808,-77.133255,,,,,,0
394,4000673,"Russell Rd+Mount Pl",,38.834839,-77.067368,,,,,,0
395,4000674,"Reading Ave+Exeter Ct",,38.830868,-77.127586,,,,,,0
396,4000675,"Pendleton St+N Payne St",,38.811619,-77.052139,,,,,,0
400,4000679,"Bashford Ln+Powhatan St",,38.818588,-77.046997,,,,,,0
401,4000682,"Rayburn Ave+Winston Ct",,38.832203,-77.125122,,,,,,0
402,4000683,"Rayburn Ave+Winston Ct",,38.832169,-77.125427,,,,,,0
403,4000684,"Rayburn Ave+Harding Ave",,38.832432,-77.127357,,,,,,0
404,4000685,"Rayburn Ave+Reading Ave",,38.831394,-77.128410,,,,,,0
405,4000686,"Rayburn Ave+Harding Ave",,38.832592,-77.127350,,,,,,0
406,4000687,"Russell Rd+W Howell Ave",,38.823364,-77.065674,,,,,,0
407,4000688,"Reading Ave+Merton Ct",,38.830715,-77.127693,,,,,,0
408,4000690,"N Ripley St+Duke St",,38.814331,-77.126213,,,,,,0
409,4000691,"N Ripley St+Holmes Run Pkwy",,38.817364,-77.126434,,,,,,0
410,4000692,"N Royal St+Cameron St",,38.806053,-77.043419,,,,,,0
411,4000694,"N Royal St+Princess St",,38.808254,-77.042946,,,,,,0
412,4000695,"N Royal St+Oronoco St",,38.809391,-77.042702,,,,,,0
413,4000696,"S Royal St+Duke St",,38.802261,-77.044067,,,,,,0
414,4000698,"S Royal St+Gibbon St",,38.799213,-77.044876,,,,,,0
415,4000699,"W Braddock Rd+Russell Rd",,38.817835,-77.065933,,,,,,0
416,4000700,"Russell Rd+W Monroe Ave",,38.819595,-77.066406,,,,,,0
417,4000701,"Russell Rd+W Monroe Ave",,38.819647,-77.066269,,,,,,0
418,4000702,"Russell Rd+W Mason Ave",,38.820499,-77.066391,,,,,,0
419,4000703,"Rayburn Ave+Dunster Ct",,38.831394,-77.128815,,,,,,0
420,4000708,"Gibbon St+S Payne St",,38.800247,-77.054550,,,,,,0
421,4000710,"S Fayette St+Franklin St",,38.798740,-77.053879,,,,,,0
422,4000711,"S Royal St+Wilkes St",,38.799751,-77.044594,,,,,,0
423,4000712,"S Royal St+Wolfe St",,38.801350,-77.044418,,,,,,0
424,4000713,"S Royal St+Duke St",,38.802586,-77.044159,,,,,,0
425,4000714,"S Royal St+King St - Alexandria City Hall",,38.804226,-77.043816,,,,,,0
429,4000719,"King St+Albany Ave",,38.818256,-77.076088,,,,,,0
430,4000721,"Vola Lawson Animal Shelter-WB",,38.804642,-77.104301,,,,,,0
431,4000722,"Vola Lawson Animal Shelter-EB",,38.804466,-77.104187,,,,,,0
432,4000723,"4841 Eisenhower Ave",,38.803391,-77.119156,,,,,,0
433,4000724,"4840 Eisenhower Ave",,38.803253,-77.118980,,,,,,0
434,4000726,"Gunston Rd+Chalfonte Dr",,38.836170,-77.077728,,,,,,0
435,4000727,"Gunston Rd+Chalfonte Dr",,38.836315,-77.077591,,,,,,0
437,4000730,"Jamieson Ave+Courthouse Sq",,38.803120,-77.065811,,,,,,0
438,4000731,"Slaters Ln+Massey Ln",,38.821701,-77.045448,,,,,,0
439,4000734,"S Whiting St + Edsall Rd",,38.808163,-77.135109,,,,,,0
440,4000735,"Montgomery St+N Patrick St",,38.814644,-77.048180,,,,,,0
441,4000736,"S Whiting St+Stevenson Ave",,38.811474,-77.137093,,,,,,0
442,4000738,"King St+N Peyton St",,38.806236,-77.055557,,,,,,0
443,4000740,"Russell Rd+Woodland Ter",,38.827153,-77.065781,,,,,,0
444,4000742,"Cameron Mills Rd+W Braddock Rd",,38.824177,-77.073639,,,,,,0
445,4000743,"N Fairfax St + King St N",,38.804739,-77.042419,,,,,,0
446,4000744,"Martha Custis Dr+Valley Dr",,38.841987,-77.077660,,,,,,0
447,4000745,"Daingerfield Rd+Prince St",,38.804928,-77.058472,,,,,,0
448,4000747,"Jamieson Ave+Dulany St",,38.803570,-77.063774,,,,,,0
449,4000748,"Eisenhower Ave + Cameron Parke Pl",,38.803505,-77.093361,,,,,,0
450,4000749,"S Van Dorn St+S Pickett St",,38.804806,-77.133781,,,,,,0
452,4000753,"King St+Radford St",,38.826233,-77.086716,,,,,,0
453,4000755,"Mill Rd+Jamieson Ave",,38.801987,-77.067543,,,,,,0
454,4000756,"N Ripley St+Holmes Run Pkwy",,38.817177,-77.126640,,,,,,0
455,4000758,"Reading Ave + N Beauregard St",,38.829967,-77.125420,,,,,,0
456,4000759,"Reading Ave + Winston Ct",,38.830299,-77.125938,,,,,,0
457,4000760,"N Columbus St + First St",,38.814968,-77.046082,,,,,,0
458,4000761,"Bashford Ln + N Pitt St",,38.818344,-77.042488,,,,,,0
459,4000762,"N Fairfax St + Second St",,38.815578,-77.040077,,,,,,0
460,4000763,"Eisenhower Ave+Cameron Parke Ct",,38.804050,-77.095345,,,,,,0
461,4000764,"N Ripley St+Duke St",,38.814339,-77.126366,,,,,,0
462,4000765,"W Glebe Rd + Florence Dr",,38.841393,-77.071083,,,,,,0
463,4000766,"N Fairfax St + Second St",,38.815151,-77.040359,,,,,,0
464,4000767,"N Fairfax St + Madison St",,38.812336,-77.040779,,,,,,0
465,4000768,"N Fairfax St + Montgomery St",,38.813854,-77.040627,,,,,,0
466,4000772,"Franklin St+S Royal St",,38.797760,-77.045372,,,,,,0
468,4000774,"Franklin St+S Saint Asaph St",,38.798019,-77.047562,,,,,,0
469,4000776,"W Glebe Rd + Executive Ave",,38.838856,-77.065247,,,,,,0
470,4000777,"W Glebe Rd+Executive Ave",,38.839218,-77.065651,,,,,,0
471,4000778,"King St+S Royal St",,38.804619,-77.043777,,,,,,0
472,4000779,"W Glebe Rd + Old Dominion Blvd",,38.839832,-77.067230,,,,,,0
473,4000781,"W Glebe Rd+Milan Dr",,38.841248,-77.069969,,,,,,0
474,4000782,"W Glebe Rd + Valley Dr",,38.842003,-77.073090,,,,,,0
475,4000783,"W Glebe Rd+Valley Dr",,38.842209,-77.073380,,,,,,0
476,4000785,"N Howard St+Maple Tree Ct",,38.825130,-77.104065,,,,,,0
477,4000786,"N Howard St + Maple Tree Ct",,38.825348,-77.104256,,,,,,0
478,4000787,"N Howard St+Louis Pl",,38.827099,-77.103989,,,,,,0
479,4000788,"N Howard St + Louis Pl",,38.827457,-77.104156,,,,,,0
480,4000789,"N Howard St+W Braddock Rd",,38.828827,-77.103928,,,,,,0
481,4000790,"N Howard St + W Braddock Rd",,38.828857,-77.104103,,,,,,0
482,4000791,"Kenmore Ave + N Van Dorn St",,38.829735,-77.110138,,,,,,0
483,4000793,"Pendleton St + N Pitt St",,38.810452,-77.042999,,,,,,0
484,4000794,"W Glebe Rd+Old Dominion Blvd",,38.840617,-77.068016,,,,,,0
485,4000795,"5230 Eisenhower Ave",,38.801571,-77.125542,,,,,,0
486,4000796,"N Early St+W Braddock Rd",,38.828079,-77.096977,,,,,,0
489,4000799,"Eisenhower Ave+Mill Rd",,38.802361,-77.080284,,,,,,0
490,4000800,"Eisenhower Ave+Mill Rd",,38.802559,-77.079918,,,,,,0
491,4000801,"Eisenhower Ave + Ike Drive WB",,38.802696,-77.081963,,,,,,0
492,4000802,"Eisenhower Ave+Cameron Parke Pl",,38.803669,-77.092407,,,,,,0
493,4000803,"Eisenhower Ave+Clermont Ave",,38.803982,-77.114281,,,,,,0
494,4000804,"4701 Eisenhower Ave",,38.803860,-77.116081,,,,,,0
495,4000805,"Cameron Run Regional Park-EB",,38.804260,-77.102180,,,,,,0
496,4000806,"Eisenhower Ave+Clermont Ave",,38.804253,-77.113739,,,,,,0
497,4000807,"Cameron Run Regional Park-WB",,38.804375,-77.101669,,,,,,0
498,4000808,"4700 Eisenhower Ave",,38.803680,-77.116089,,,,,,0
499,4000809,"N Fairfax St + Montgomery St",,38.814087,-77.040413,,,,,,0
502,4000812,"N Fairfax St + Wythe St",,38.811108,-77.041008,,,,,,0
503,4000813,"N Fairfax St+Pendleton St SB",,38.810856,-77.041275,,,,,,0
504,4000814,"N Fairfax St + Pendleton St",,38.809994,-77.041298,,,,,,0
505,4000815,"N Fairfax St+Oronoco St",,38.809193,-77.041634,,,,,,0
506,4000816,"4926 Eisenhower Ave",,38.802525,-77.121925,,,,,,0
507,4000817,"N Fairfax St+Princess St",,38.808029,-77.041870,,,,,,0
508,4000818,"5001 Eisenhower Ave",,38.802731,-77.121857,,,,,,0
509,4000819,"N Fairfax St + Cameron St",,38.805805,-77.042191,,,,,,0
510,4000820,"N Fairfax St+King St",,38.804695,-77.042595,,,,,,0
511,4000821,"Van Dorn St Metro Station - Bay B",,38.799862,-77.128891,,,,,,0
512,4000822,"Van Dorn St Metro Station - Bay C",,38.799740,-77.129059,,,,,,0
513,4000823,"5231 Eisenhower Ave",,38.801727,-77.125565,,,,,,0
514,4000824,"N Fairfax St + Madison St",,38.812580,-77.040886,,,,,,0
515,4000825,"N Fairfax St + Princess St",,38.807812,-77.041763,,,,,,0
516,4000826,"Martha Custis Dr + Fitzgerald Ln",,38.838673,-77.083496,,,,,,0
517,4000827,"Madison St+N Pitt St",,38.812698,-77.043213,,,,,,0
518,4000828,"Madison St+N Saint Asaph St",,38.812843,-77.044258,,,,,,0
519,4000829,"Madison St+N Washington St",,38.813004,-77.045456,,,,,,0
520,4000830,"Madison St+N Columbus St",,38.813141,-77.046631,,,,,,0
521,4000831,"Madison St+N Patrick St",,38.813408,-77.048752,,,,,,0
522,4000832,"Madison St+N Henry St",,38.813545,-77.049858,,,,,,0
523,4000833,"Madison St + N Fayette St",,38.813770,-77.050598,,,,,,0
524,4000834,"Madison St+N Fayette St",,38.813683,-77.050926,,,,,,0
525,4000835,"Madison St+N West St",,38.813862,-77.052383,,,,,,0
526,4000836,"Madison St + N West St",,38.813969,-77.052155,,,,,,0
527,4000837,"Martha Custis Dr + Valley Dr",,38.842010,-77.078438,,,,,,0
528,4000838,"Martha Custis Dr + Mount Eagle Pl",,38.836952,-77.083427,,,,,,0
529,4000839,"Kenmore Ave+N Van Dorn St",,38.827358,-77.113770,,,,,,0
530,4000840,"Martha Custis Dr + Gunston Rd",,38.840012,-77.083353,,,,,,0
531,4000841,"King St+S Saint Asaph St",,38.804871,-77.045959,,,,,,0
532,4000842,"Martha Custis Dr + Fitzgerald Ln",,38.838600,-77.083649,,,,,,0
533,4000843,"Martha Custis Dr NB + Gunston Dr",,38.840012,-77.083534,,,,,,0
534,4000844,"N Menokin Dr + N Early St",,38.830551,-77.097115,,,,,,0
535,4000845,"N Menokin Dr+N Early St",,38.830421,-77.097092,,,,,,0
536,4000846,"N Menokin Dr + N Van Dorn St",,38.831684,-77.095581,,,,,,0
537,4000847,"N Menokin Dr+N Van Dorn St",,38.831596,-77.095490,,,,,,0
538,4000848,"Mill Rd+Eisenhower Ave",,38.801216,-77.067436,,,,,,0
539,4000849,"Montgomery St + N Royal St",,38.813751,-77.041389,,,,,,0
540,4000850,"Montgomery St + N Pitt St",,38.813919,-77.042603,,,,,,0
541,4000851,"Montgomery St + N Saint Asaph St",,38.814095,-77.043997,,,,,,0
543,4000853,"Montgomery St + N Alfred St",,38.814484,-77.047073,,,,,,0
544,4000854,"N Early St + W Braddock Rd",,38.827919,-77.097069,,,,,,0
545,4000855,"3444 Martha Custis Dr",,38.837299,-77.083557,,,,,,0
546,4000856,"King St + Tuckahoe Ln",,38.819714,-77.077698,,,,,,0
547,4000857,"King St+N Saint Asaph St",,38.804989,-77.045677,,,,,,0
548,4000858,"King St+N Washington St",,38.805073,-77.046494,,,,,,0
549,4000859,"King St + West View Ter",,38.813572,-77.070839,,,,,,0
550,4000860,"King St+N Columbus St",,38.805248,-77.047966,,,,,,0
551,4000861,"King St+West View Ter",,38.813393,-77.070801,,,,,,0
553,4000863,"W Reed Ave + Mt Vernon Ave",,38.837547,-77.061302,,,,,,0
554,4000864,"King St+N PatrickSt",,38.805511,-77.049889,,,,,,0
556,4000866,"King St+Albany Ave",,38.817961,-77.076043,,,,,,0
557,4000867,"King St+S Peyton St",,38.806160,-77.055870,,,,,,0
558,4000868,"King St+Tuckahoe Ln",,38.819134,-77.077332,,,,,,0
559,4000869,"King St+Harvard St",,38.806355,-77.057526,,,,,,0
560,4000870,"Madison St+N Royal St",,38.812557,-77.042114,,,,,,0
561,4000871,"King St+S Washington St",,38.805073,-77.047470,,,,,,0
562,4000872,"Pendleton St + N Royal St",,38.810368,-77.042259,,,,,,0
563,4000873,"King St+Diagonal Rd",,38.806641,-77.058662,,,,,,0
564,4000874,"King St+N Fayette St",,38.805828,-77.052322,,,,,,0
565,4000875,"King St+S Fayette St",,38.805737,-77.052711,,,,,,0
566,4000876,"King St+Harvard St",,38.806416,-77.057076,,,,,,0
567,4000877,"King St+Scroggins Rd",,38.820702,-77.079086,,,,,,0
569,4000880,"King St + Kenwood Ave",,38.825146,-77.084694,,,,,,0
570,4000881,"King St+Quincy St",,38.823296,-77.082191,,,,,,0
571,4000882,"King St + Qunicy St",,38.823429,-77.082024,,,,,,0
572,4000883,"King St + Scroggins Rd",,38.821762,-77.079872,,,,,,0
573,4000885,"Madison St+N Fairfax St",,38.812405,-77.040993,,,,,,0
574,4000886,"King St+Patrick St",,38.805462,-77.050453,,,,,,0
575,4000887,"King St + Radford St",,38.826191,-77.086273,,,,,,0
578,4000971,"S Royal St+Wolfe St",,38.801018,-77.044319,,,,,,0
580,4000973,"Russell Rd + W Alexandria Ave",,38.818329,-77.066231,,,,,,0
581,4000974,"Mayflower Square",,38.820541,-77.136467,,,,,,0
582,4000975,"N Armistead St + N Beauregard St",,38.822483,-77.134132,,,,,,0
583,4000976,"Quantrell Ave + N Armistead St",,38.819504,-77.136078,,,,,,0
584,4000977,"Quantrell Ave + N Armistead St",,38.819054,-77.135918,,,,,,0
585,4000978,"Lincolnia Rd + N Beauregard St",,38.819557,-77.139679,,,,,,0
586,4000979,"Lincolnia Rd + N Breckinridge Pl",,38.818336,-77.137985,,,,,,0
587,4000980,"500 S Van Dorn St",,38.806934,-77.133232,,,,,,0
588,4000981,"Seminary Plaza - Hotel",,38.829556,-77.110428,,,,,,0
589,4000982,"Kenmore Ave + Seminary Rd",,38.828117,-77.111710,,,,,,0
590,4000983,"Kenmore Ave+Seminary Rd",,38.827728,-77.111977,,,,,,0
591,4000985,"4390 King St",,38.838039,-77.104256,,,,,,0
593,4000989,"Cameron Parke Court",,38.803753,-77.095406,,,,,,0
594,4000990,"Mill Rd+Jamieson Ave",,38.802013,-77.067375,,,,,,0
595,4000995,"Van Dorn Plaza",,38.810043,-77.132515,,,,,,0
596,4000996,"230 S Van Dorn St",,38.810707,-77.131905,,,,,,0
597,4000997,"Commonwealth Ave + Glendale Ave",,38.816570,-77.062592,,,,,,0
598,4000998,"Commonwealth Ave + Luray Ave",,38.817410,-77.062599,,,,,,0
603,4001014,"Mark Center Station - Bay 3",,38.831665,-77.117134,,,,,,0
604,4001020,"Mark Center Dr + N Beauregard St",,38.832701,-77.119537,,,,,,0
607,4001026,"King St + N Hampton St",,38.839535,-77.105614,,,,,,0
610,4001035,"Kenwood Ave + W Braddock Rd",,38.826565,-77.084846,,,,,,0
611,4001037,"Kenwood Ave + Centre Plaza",,38.828655,-77.084587,,,,,,0
612,4001040,"Kenwood Ave + Valley Dr",,38.831944,-77.080391,,,,,,0
613,4001043,"W Glebe Rd + Mount Vernon Ave",,38.836805,-77.062082,,,,,,0
614,4001044,"W Glebe Rd + Commonwealth Ave",,38.835491,-77.057976,,,,,,0
615,4001047,"E Glebe Rd + Richmond Hwy",,38.832526,-77.050310,,,,,,0
616,4001049,"W Glebe Rd + Commonwealth Ave",,38.835728,-77.058289,,,,,,0
617,4001050,"W Glebe Rd + Mount Vernon Ave",,38.837019,-77.062311,,,,,,0
618,4001052,"Kenwood Ave + Valley Dr",,38.832073,-77.080482,,,,,,0
620,4001054,"Kenwood Ave + W Braddock Rd",,38.826450,-77.085037,,,,,,0
621,4001067,"Potomac Ave + Reed Ave",,38.837519,-77.049147,,,,,,0
622,5000577,"Little River Tpke + Oasis Dr - Landmark Plaza",,38.817940,-77.141785,,,,,,0
623,5000578,"Little River Tpke + Oasis Dr - Landmark Plaza",,38.817795,-77.142220,,,,,,0
624,5002020,"4813 Beauregard St",,38.819523,-77.142937,,,,,,0
625,5002022,"N Beauregard St + Lincolnia Rd",,38.819889,-77.140022,,,,,,0
626,5002023,"N Beauregard St + Chambliss St",,38.820751,-77.142136,,,,,,0
679,4000125,"703 N Washington St",,38.812241,-77.045296,,,,,,0
680,4000190,"1201 E Abingdon Dr",,38.817097,-77.043892,,,,,,0
681,4000630,"100 S Royal St",,38.804325,-77.043686,,,,,,0
682,4000667,"N Van Dorn St+Kenmore Ave",,38.828316,-77.115723,,,,,,0
683,4000706,"611 Gibbon St",,38.799427,-77.048004,,,,,,0
684,4000707,"1013 Gibbon St",,38.799973,-77.052338,,,,,,0
685,4000709,"501 Gibbon St",,38.799191,-77.046165,,,,,,0
694,4000100,"N Washington St + Pendleton St",,38.810894,-77.045860,,,,,,0
695,4000153,"N Washington St + Montgomery St",,38.813686,-77.045242,,,,,,0
696,4000193,"W Abingdon Dr + Second St",,38.817039,-77.045135,,,,,,0
697,4000970,"W Abingdon Dr + Bashford Ln",,38.818792,-77.044661,,,,,,0
705,4000170,"N Washington St + First St",,38.814957,-77.044708,,,,,,0
706,4000387,"King St + 30th St",,38.836601,-77.101105,,,,,,0
707,4001016,"Mark Center Station - Bay 4",,38.831741,-77.116982,,,,,,0
708,4001018,"Mark Center Station - Bay 6 (across Mark Ctr Ave)",,38.831640,-77.117749,,,,,,0
716,4000468,"Braddock Rd Metro Station - Bay C",,38.813805,-77.053658,,,,,,0
718,4001079,"E Glebe Rd + Montrose Ave",,38.833721,-77.054130,,,,,,0
719,6001365,"Shirlington Station - Bay G",,38.839996,-77.086761,,,,,,0
724,4000603,"Eisenhower Metro Station - Bay F",,38.800529,-77.071205,,,,,,0
726,4001082,"Pendleton St + N Columbus",,38.810974,-77.047050,,,,,,0
731,4000375,"5111 Seminary Rd",,38.835476,-77.118217,,,,,,0
732,4000376,"5165 Seminary Rd",,38.835705,-77.118195,,,,,,0
733,4000394,"5234 Seminary Rd",,38.837257,-77.119522,,,,,,0
737,4000421,"N Beauregard + Branch",,38.840511,-77.109566,,,,,,0
738,4000424,"3451 N Beauregard St",,38.840351,-77.109315,,,,,,0
739,4000455,"Richmond Hwy + E Glebe Rd",,38.832798,-77.051033,,,,,,0
740,4000465,"5217 Seminary Rd",,38.837311,-77.119354,,,,,,0
741,4000466,"5377 Seminary Rd",,38.838238,-77.120033,,,,,,0
745,4001057,"N Beauregard + King",,38.841414,-77.108626,,,,,,0
747,4999991,"Kenwood Av + Centre Plaza",,38.828987,-77.084671,,,,,,0
758,4000083,"3908 Duke St",,38.810341,-77.098282,,,,,,0
759,4000693,"N Royal St+Queen St",,38.807122,-77.043190,,,,,,0
760,4000992,"TC Williams HS",,38.824657,-77.084320,,,,,,0
761,4001019,"Dulany St & Duke St",,38.804424,-77.063530,,,,,,0
762,4001085,"Duke St + Arell Ct/Wheeler Av",,38.808990,-77.091042,,,,,,0
763,4001086,"Duke + N Early St",,38.810513,-77.098442,,,,,,0
764,4001087,"Fillmore Av + Bisdorf Dr",,38.838470,-77.116188,,,,,,0
765,4001090,"King St Metro Station - Bay B",,38.805977,-77.060585,,,,,,0
766,4001091,"King St Metro Station - Bay C",,38.805820,-77.060974,,,,,,0
767,4001092,"King St Metro Station - Bay D",,38.805737,-77.061256,,,,,,0
768,4001094,"King St Metro Station - Bay F",,38.805702,-77.060936,,,,,,0
769,4001095,"King St Metro Station - Bay G",,38.805992,-77.059280,,,,,,0
770,4001096,"King St Metro Station - Bay H",,38.806049,-77.059128,,,,,,0
771,4001097,"King St Metro Station - Bay J",,38.806580,-77.059280,,,,,,0
786,4000495,"Eisenhower Av+Swamp Fox Rd (Eisenhower Metro)",,38.801170,-77.071393,,,,,,0
802,4001108,"E Braddock Rd at Braddock Rd Metro",,38.812874,-77.054336,,,,,,0
803,4001109,"E Braddock Rd at Braddock Rd Metro",,38.812746,-77.054412,,,,,,0
804,4001111,"E Glebe Rd + Potomac Av",,38.832620,-77.048391,,,,,,0
829,6000935,"Pentagon Metro Station - Bay U1",,38.868187,-77.054941,,,,,,0
831,DMY03,"DMY03-Shirlington NB",,38.841106,-77.083755,,,,,,0
832,4001084,"First St + N Fayette St",,38.816095,-77.050704,,,,,,0
833,4000389,"N Beauregard St + Fillmore Ave",,38.837067,-77.113971,,,,,,0
834,4001083,"First St + Fayette St",,38.815971,-77.050529,,,,,,0
