stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
115,4000161,"Duke St+S Walker St",,38.814014,-77.133179,,,,,,0
116,4000162,"Janneys Ln+E Taylor Run Pkwy",,38.814049,-77.076683,,,,,,0
117,4000163,"Janneys Ln+E Taylor Run Pkwy",,38.814194,-77.076904,,,,,,0
118,4000164,"Janneys Ln+Cloverway Dr",,38.814152,-77.079979,,,,,,0
119,4000165,"Janneys Ln+Cloverway Dr",,38.814259,-77.080109,,,,,,0
120,4000167,"Duke St+S Walker St",,38.814377,-77.131950,,,,,,0
121,4000168,"Janneys Ln+Yale Dr",,38.814685,-77.082844,,,,,,0
122,4000169,"Janneys Ln+Yale Dr",,38.814957,-77.083099,,,,,,0
125,4000177,"1211 Janneys Ln",,38.815815,-77.084885,,,,,,0
126,4000178,"1210 Janneys Ln",,38.815735,-77.084991,,,,,,0
127,4000188,"Janneys Ln+Kingston Ave",,38.816700,-77.087036,,,,,,0
128,4000189,"Janneys Ln+Kingston Ave",,38.816608,-77.087219,,,,,,0
131,4000196,"Janneys Ln+N Quaker Ln",,38.817429,-77.089249,,,,,,0
132,4000197,"Janneys Ln+N Quaker Ln",,38.817139,-77.088737,,,,,,0
133,4000200,"Seminary Rd+N Quaker Ln",,38.817463,-77.090446,,,,,,0
134,4000203,"Seminary Rd+N Quaker Ln",,38.817562,-77.090218,,,,,,0
135,4000218,"Holmes Run Pkwy+N Van Dorn St",,38.818665,-77.127419,,,,,,0
136,4000224,"Holmes Run Pkwy+N Van Dorn St",,38.819122,-77.128052,,,,,,0
138,4000228,"Quantrell Ave+N Armistead St",,38.819294,-77.136208,,,,,,0
139,4000230,"1409 E Abingdon Dr",,38.819443,-77.043739,,,,,,0
140,4000231,"Seminary Rd+Fort Williams Pkwy",,38.819679,-77.093536,,,,,,0
141,4000232,"W Braddock Rd+Ruffner Rd",,38.819656,-77.069229,,,,,,0
142,4000234,"Seminary Rd+Fort Williams Pkwy",,38.819756,-77.093880,,,,,,0
143,4000236,"W Braddock Rd+Ruffner Rd",,38.820072,-77.069496,,,,,,0
144,4000237,"N Beauregard St+Quantrell Ave",,38.820393,-77.138100,,,,,,0
145,4000239,"Quantrell Ave+N Beauregard St",,38.820484,-77.136627,,,,,,0
146,4000245,"W Braddock Rd + High St",,38.820889,-77.070526,,,,,,0
147,4000247,"3830 Seminary Rd/Beth-El Synagogue",,38.821110,-77.096024,,,,,,0
148,4000248,"3823 Seminary Rd/Beth-El Synagogue",,38.821220,-77.095909,,,,,,0
149,4000249,"Mt Vernon Ave+E Mason Ave",,38.821201,-77.057838,,,,,,0
150,4000252,"Mt Vernon Ave+E Mason Ave",,38.821766,-77.057762,,,,,,0
151,4000253,"Seminary Rd+Saint Stephens Rd",,38.821957,-77.097740,,,,,,0
152,4000254,"W Braddock Rd+Lloyd's Ln",,38.822033,-77.071358,,,,,,0
153,4000257,"Seminary Rd+Saint Stephens Rd",,38.821972,-77.098175,,,,,,0
154,4000259,"N Van Dorn St+Taney Ave",,38.822254,-77.125870,,,,,,0
155,4000262,"N Van Dorn St+Taney Ave",,38.822433,-77.125313,,,,,,0
156,4000263,"W Braddock Rd+Timber Branch Dr",,38.822472,-77.072090,,,,,,0
157,4000266,"Mt Vernon Ave+E Bellefonte Ave",,38.823112,-77.058006,,,,,,0
158,4000267,"N Beauregard St+N Armistead St",,38.823090,-77.134331,,,,,,0
159,4000268,"W Braddock Rd+W Windsor Ave",,38.823196,-77.072701,,,,,,0
160,4000270,"Seminary Rd+Chapel Hill Dr",,38.823254,-77.101143,,,,,,0
161,4000271,"Seminary Rd+Chapel Hill Dr",,38.823231,-77.101494,,,,,,0
162,4000272,"Mt Vernon Ave+E Bellefonte Ave",,38.823284,-77.058220,,,,,,0
163,4000273,"N Van Dorn St+Sanger Ave",,38.823612,-77.124046,,,,,,0
164,4000276,"N Van Dorn St + Richenbacher Ave",,38.824028,-77.123070,,,,,,0
165,4000278,"Seminary Rd + Howard Street - Alexandria Hospital",,38.824348,-77.104858,,,,,,0
166,4000279,"Mt Vernon Ave+E Windsor Ave",,38.824543,-77.058281,,,,,,0
167,4000282,"N Beauregard St+Morgan St",,38.824692,-77.132477,,,,,,0
168,4000283,"N Van Dorn St+Wycklow Ct",,38.824768,-77.121979,,,,,,0
169,4000285,"N Beauregard St+Morgan St",,38.825073,-77.132240,,,,,,0
170,4000287,"N Van Dorn St+Wyclow Ct",,38.824879,-77.122139,,,,,,0
171,4000288,"4500 Seminary Rd",,38.824966,-77.106850,,,,,,0
172,4000289,"4501 Seminary Rd",,38.825150,-77.106850,,,,,,0
173,4000296,"Mt Vernon Ave+E Custis Ave",,38.825493,-77.058617,,,,,,0
174,4000298,"Seminary Rd+N Pickett St",,38.825996,-77.108276,,,,,,0
175,4000299,"N Beauregard St+Sanger Ave",,38.825970,-77.130058,,,,,,0
176,4000300,"N Van Dorn St+Maris Ave",,38.826111,-77.119713,,,,,,0
177,4000301,"N Beauregard St+Sanger Ave",,38.826241,-77.130280,,,,,,0
178,4000304,"N Van Dorn St+Maris Ave",,38.826492,-77.119469,,,,,,0
179,4000306,"Seminary Rd+N Pickett St",,38.826595,-77.109344,,,,,,0
180,4000309,"Mt Vernon Ave+E Oxford Ave",,38.826736,-77.058678,,,,,,0
181,4000311,"Mt Vernon Ave+E Oxford Ave",,38.826996,-77.058891,,,,,,0
182,4000312,"4649 Seminary Rd",,38.827156,-77.109650,,,,,,0
183,4000313,"1501 N Van Dorn St",,38.827335,-77.117386,,,,,,0
185,4000316,"N Beauregard St+Roanoke Ave",,38.827579,-77.127502,,,,,,0
186,4000317,"Kenmore Ave+N Van Dorn St",,38.827740,-77.114632,,,,,,0
187,4000318,"Mt Vernon Ave+E Uhler Ave",,38.827728,-77.059029,,,,,,0
188,4000319,"Seminary Rd+Library Ln",,38.827755,-77.110756,,,,,,0
189,4000320,"W Braddock Rd+Marlboro Dr",,38.827988,-77.098709,,,,,,0
190,4000321,"N Beauregard St+Roanoke Ave",,38.828056,-77.126305,,,,,,0
191,4000322,"Mt Vernon Ave+Stewart Ave",,38.828068,-77.058937,,,,,,0
192,4000323,"Seminary Rd+Kenmore Ave",,38.828262,-77.110863,,,,,,0
193,4000324,"King St+Marlee Ct",,38.828128,-77.089535,,,,,,0
194,4000328,"W Braddock Rd+N Howard St",,38.828815,-77.102097,,,,,,0
195,4000329,"Mt Vernon Ave+E Randolph Ave",,38.829193,-77.059135,,,,,,0
196,4000331,"Mt Vernon Ave+Raymond Ave",,38.829945,-77.059402,,,,,,0
197,4000333,"Mt Vernon Ave + Hume Ave",,38.830570,-77.059380,,,,,,0
198,4000337,"King St+Dearing St",,38.831272,-77.093391,,,,,,0
199,4000338,"King St+Dearing St",,38.831234,-77.093529,,,,,,0
200,4000339,"4901 Seminary Rd",,38.831467,-77.113380,,,,,,0
201,4000340,"Seminary Rd + Southern Towers - Stratford Bldg",,38.831490,-77.113297,,,,,,0
202,4000342,"King St+N Menokin Dr",,38.831692,-77.094109,,,,,,0
203,4000344,"King St+N Menokin Dr",,38.832047,-77.094368,,,,,,0
204,4000348,"Southern Towers - Sherwood Building",,38.832523,-77.114258,,,,,,0
205,4000349,"5001 Seminary Rd",,38.832680,-77.114525,,,,,,0
206,4000352,"1698 N Beauregard St",,38.832851,-77.123260,,,,,,0
207,4000353,"Mark Center Dr+N Beauregard St",,38.832920,-77.119484,,,,,,0
208,4000354,"Mt Vernon Ave+Kennedy St",,38.833050,-77.059822,,,,,,0
209,4000355,"Martha Custis Dr+Ravensworth Pl",,38.833233,-77.081497,,,,,,0
210,4000356,"Martha Custis Dr+Ravensworth Pl",,38.833183,-77.081978,,,,,,0
211,4000357,"Mt Vernon Ave+Kennedy St",,38.833363,-77.060097,,,,,,0
212,4000358,"N Beauregard St+Mark Center Dr",,38.833603,-77.120293,,,,,,0
213,4000360,"Seminary Rd + Southern Towers - Graham Building",,38.833675,-77.115494,,,,,,0
214,4000361,"Valley Dr+Martha Custis Dr",,38.833591,-77.079643,,,,,,0
215,4000362,"Southern Towers - Graham Building",,38.833729,-77.115379,,,,,,0
216,4000363,"Valley Dr+Gunston Rd",,38.833839,-77.079552,,,,,,0
217,4000364,"N Beauregard St+Mark Center Dr",,38.833802,-77.120682,,,,,,0
219,4000366,"Martha Custis Dr+Ripon Pl",,38.834224,-77.083424,,,,,,0
220,4000367,"Martha Custis Dr+Ripon Pl",,38.834240,-77.083588,,,,,,0
221,4000368,"Mt Vernon Ave+Herbert St",,38.834415,-77.060074,,,,,,0
227,4000379,"Martha Custis Dr+Preston Rd",,38.835800,-77.083801,,,,,,0
228,4000380,"Martha Custis Dr+Preston Rd",,38.835899,-77.083633,,,,,,0
229,4000381,"Valley Dr+Coryell Ln",,38.835831,-77.079796,,,,,,0
230,4000382,"Valley Dr+Preston Rd",,38.836094,-77.079582,,,,,,0
231,4000383,"Mt Vernon Ave+W Glebe Rd",,38.836308,-77.061020,,,,,,0
235,4000390,"King St+Park Center Dr",,38.837185,-77.102295,,,,,,0
237,4000392,"King St+Park Center Dr",,38.837227,-77.102974,,,,,,0
238,4000395,"Fillmore Ave+N Beauregard St",,38.837463,-77.114639,,,,,,0
240,4000399,"Fillmore Ave+Domain Pl",,38.838165,-77.115349,,,,,,0
241,4000400,"Valley Dr+Gunston Rd",,38.838348,-77.079231,,,,,,0
242,4000401,"Valley Dr+Gunston Rd",,38.838348,-77.079140,,,,,,0
243,4000404,"N Beauregard St+W Braddock Rd",,38.838600,-77.111409,,,,,,0
244,4000405,"N Beauregard St+W Braddock Rd",,38.838722,-77.111824,,,,,,0
245,4000413,"King St+S 28th St - Alexandria Health Department",,38.839855,-77.105583,,,,,,0
246,4000422,"Martha Custis Dr+Gunston Rd",,38.840584,-77.083145,,,,,,0
247,4000423,"Martha Custis Dr+Gunston Rd NB",,38.840607,-77.083221,,,,,,0
248,4000425,"King St+N Beauregard St",,38.840683,-77.106667,,,,,,0
250,4000429,"Valley Dr+Tennessee Ave",,38.841736,-77.075180,,,,,,0
251,4000430,"Valley Dr+Tennessee Ave",,38.841767,-77.075394,,,,,,0
252,4000432,"Martha Custis Dr+Holmes Ln",,38.842064,-77.080643,,,,,,0
253,4000433,"Martha Custis Dr+Holmes Ln",,38.842203,-77.080521,,,,,,0
254,4000445,"Powhatan St+Second St",,38.817024,-77.046684,,,,,,0
255,4000447,"Gibbon St+S Columbus St/S Alfred St",,38.799645,-77.049844,,,,,,0
256,4000448,"Franklin St+S Patrick St",,38.798645,-77.052505,,,,,,0
257,4000449,"Franklin St+S Alfred St",,38.798439,-77.050926,,,,,,0
258,4000450,"Powhatan St+Second St",,38.816910,-77.046425,,,,,,0
261,4000471,"Powhatan St+Bashford Ln",,38.818283,-77.047432,,,,,,0
262,4000472,"1801 N Beauregard St",,38.832890,-77.122673,,,,,,0
263,4000473,"Potomac Yard+Potomac Yard Shopping Center - Pier 1",,38.839890,-77.050545,,,,,,0
264,4000474,"Potomac Yard Shopping Center - Staples/Petsmart",,38.835243,-77.050018,,,,,,0
265,4000475,"Potomac Yard+Potomac Yard Shopping Center - Rack R",,38.837116,-77.049904,,,,,,0
266,4000476,"Slaters Ln + W Abingdon Dr",,38.821518,-77.045403,,,,,,0
267,4000478,"Braddock Rd Metro Station - Bay A",,38.814117,-77.053505,,,,,,0
270,4000483,"Van Dorn St Metro Station - Bay A",,38.799961,-77.128746,,,,,,0
271,4000485,"W Braddock Rd at Fort Ward",,38.828655,-77.102219,,,,,,0
272,4000486,"W Braddock Rd+Marlboro Dr",,38.827770,-77.098442,,,,,,0
274,4000489,"Seminary Rd + Howard Street - Alexandria Hospital",,38.824162,-77.104881,,,,,,0
275,4000490,"W Braddock Rd + Cameron Mills Rd",,38.823776,-77.073387,,,,,,0
276,4000491,"Bradlee Shopping Center EB",,38.829456,-77.091263,,,,,,0
277,4000492,"Bradlee Shopping Center",,38.829718,-77.091383,,,,,,0
280,4000496,"Eisenhower Ave+Swamp Fox Rd (Eisenhower Metro)",,38.801434,-77.071732,,,,,,0
281,4000497,"Bashford Ln+Powhatan St",,38.818668,-77.047318,,,,,,0
282,4000498,"Cameron Mills Rd+Beverly Dr",,38.833111,-77.075478,,,,,,0
283,4000499,"Cameron Mills Rd+Crescent Dr",,38.834515,-77.075935,,,,,,0
284,4000500,"Bashford Ln+N Pitt St",,38.818153,-77.042084,,,,,,0
285,4000501,"Cameron Mills Rd+Crescent Dr",,38.834660,-77.076126,,,,,,0
286,4000502,"Cameron Mills Rd+Woodland Ter",,38.825272,-77.073433,,,,,,0
287,4000503,"Cameron Mills Rd+Virginia Ave",,38.827614,-77.073555,,,,,,0
288,4000504,"N Columbus St+Madison St",,38.813370,-77.046288,,,,,,0
289,4000505,"Bashford Ln+Seaport Ln",,38.818756,-77.045502,,,,,,0
290,4000506,"N Columbus St+Montgomery St",,38.814472,-77.046059,,,,,,0
291,4000507,"Bashford Ln + W Abingdon Dr",,38.818558,-77.044868,,,,,,0
292,4000509,"67 Commonwealth Ave",,38.808441,-77.060234,,,,,,0
293,4000510,"Cameron Mills Rd+Chalfonte Dr",,38.835632,-77.076462,,,,,,0
294,4000511,"E Braddock Rd+Commonwealth Ave",,38.816280,-77.062355,,,,,,0
295,4000512,"E Braddock Rd+E Spring St",,38.815552,-77.060478,,,,,,0
296,4000513,"E Braddock Rd + Little St",,38.814693,-77.058762,,,,,,0
297,4000514,"E Braddock Rd+Ramsey St",,38.814213,-77.057297,,,,,,0
298,4000515,"E Braddock Rd+Ramsey St",,38.814102,-77.057358,,,,,,0
299,4000516,"W Braddock Rd+Hancock Ave",,38.816757,-77.063499,,,,,,0
300,4000517,"W Braddock Rd+W Glendale Ave",,38.816437,-77.063103,,,,,,0
301,4000518,"Cameron Mills Rd+Monticello Blvd",,38.829315,-77.074081,,,,,,0
302,4000520,"Cameron Mills Rd+Allison St",,38.831848,-77.074936,,,,,,0
303,4000521,"Cameron Mills Rd+Woodland Ter",,38.824841,-77.073593,,,,,,0
304,4000523,"Cameron Mills Rd+Chalfonte Dr",,38.835899,-77.076416,,,,,,0
305,4000524,"Cameron Mills Rd+Virginia Ave",,38.827171,-77.073311,,,,,,0
306,4000525,"Cameron Mills Rd+Beverly Dr",,38.832928,-77.075241,,,,,,0
307,4000526,"Cameron Mills Rd+Summit Ave",,38.829773,-77.074402,,,,,,0
308,4000527,"Cameron Mills Rd+Allison St",,38.831730,-77.075058,,,,,,0
309,4000528,"E Braddock Rd+E Spring St",,38.815563,-77.060799,,,,,,0
310,4000529,"W Braddock Rd+W Alexandria Ave",,38.818024,-77.066605,,,,,,0
311,4000531,"S Whiting St+Lane Dr",,38.809731,-77.136002,,,,,,0
312,4000532,"Metro Rd+Eisenhower Ave",,38.799519,-77.131065,,,,,,0
313,4000533,"Monroe Ave + Wayne St",,38.820263,-77.060539,,,,,,0
314,4000534,"E Monroe Ave+Newton St",,38.820309,-77.061028,,,,,,0
315,4000535,"Commonwealth Ave+E Nelson Rd",,38.819370,-77.062836,,,,,,0
316,4000536,"Commonwealth Ave+W Nelson St",,38.819283,-77.063004,,,,,,0
317,4000537,"Commonwealth Ave+E Braddock Rd",,38.816025,-77.062401,,,,,,0
318,4000538,"Commonwealth Ave+W Braddock Rd",,38.816002,-77.062592,,,,,,0
319,4000539,"Commonwealth Ave+E Chapman St",,38.813549,-77.061958,,,,,,0
320,4000540,"Commonwealth Ave+W Chapman St",,38.813660,-77.062195,,,,,,0
321,4000545,"N Beauregard St+Gloucester Rd",,38.820103,-77.139946,,,,,,0
326,4000551,"Jefferson St+Fayette St - Lee Center",,38.797661,-77.054298,,,,,,0
327,4000552,"King St+N West St",,38.806110,-77.054474,,,,,,0
328,4000553,"Jamieson Ave+Englehardt Ln",,38.803749,-77.064537,,,,,,0
329,4000554,"Jamieson Ave+Courthouse Sq",,38.803059,-77.066216,,,,,,0
330,4000556,"Commonwealth Ave+E Maple St",,38.811527,-77.061203,,,,,,0
331,4000559,"W Reed Ave+Edison St",,38.837238,-77.060806,,,,,,0
332,4000560,"W Reed Ave+Commonwealth Ave",,38.836697,-77.058128,,,,,,0
333,4000561,"W Reed Ave+Commonwealth Ave",,38.836605,-77.057587,,,,,,0
334,4000562,"E Reed Ave+Richmond Hwy",,38.837021,-77.052017,,,,,,0
335,4000563,"114 E Reed Ave",,38.837063,-77.053001,,,,,,0
336,4000564,"E Reed Ave+Evans Ln",,38.836876,-77.054062,,,,,,0
337,4000565,"E Reed Ave+Evans Ln",,38.837002,-77.053902,,,,,,0
338,4000566,"Mt Vernon Ave+W Glebe Rd",,38.835907,-77.060905,,,,,,0
339,4000568,"Russell Rd+Mount Pl",,38.835197,-77.067307,,,,,,0
340,4000576,"Landmark Mall",,38.817223,-77.131126,,,,,,0
341,4000579,"N Armistead St+Quantrell Ave",,38.820202,-77.133667,,,,,,0
342,4000580,"N Armistead St+Quantrell Ave",,38.820385,-77.133636,,,,,,0
343,4000581,"511 N Armistead St",,38.821693,-77.132256,,,,,,0
344,4000582,"514 North Armistead St",,38.821602,-77.132401,,,,,,0
345,4000585,"Eisenhower Ave + Ike Drive EB",,38.802505,-77.082352,,,,,,0
346,4000590,"Daingerfield Rd+Prince St",,38.805237,-77.058510,,,,,,0
347,4000591,"Braddock Rd Metro Station - Bay E",,38.813393,-77.053970,,,,,,0
349,4000598,"Braddock Rd Metro Station - Bay D",,38.813545,-77.053864,,,,,,0
353,4000615,"Russell Rd+W Del Ray Ave",,38.826443,-77.065659,,,,,,0
354,4000617,"King St+Melrose St",,38.815636,-77.073441,,,,,,0
355,4000618,"Commonwealth Ave+Sunset Dr",,38.808586,-77.060478,,,,,,0
356,4000619,"Commonwealth Ave+W Maple St",,38.811535,-77.061569,,,,,,0
357,4000620,"Duke St+S Washington St",,38.802818,-77.047997,,,,,,0
358,4000625,"Dulany St+Duke St",,38.804146,-77.063301,,,,,,0
360,4000631,"Eisenhower Ave+S Van Dorn St",,38.799271,-77.133858,,,,,,0
363,4000634,"N Pitt St+Bellvue Pl",,38.817520,-77.041901,,,,,,0
364,4000635,"N Pitt St+Bellvue Pl",,38.817322,-77.042168,,,,,,0
365,4000636,"Slaters Ln+Potomac Greens Dr",,38.821445,-77.047943,,,,,,0
366,4000637,"Slaters Ln+Portner Rd",,38.821335,-77.047562,,,,,,0
367,4000638,"King St + N Royal St - Alexandria City Hall",,38.804680,-77.043427,,,,,,0
368,4000639,"Pendleton St+N Alfred St",,38.811119,-77.048248,,,,,,0
369,4000640,"King St+S Alfred St",,38.805317,-77.049347,,,,,,0
371,4000644,"Russell Rd+Kentucky Ave",,38.836471,-77.066193,,,,,,0
372,4000645,"King St+Melrose St",,38.815399,-77.072906,,,,,,0
373,4000646,"Russell Rd+W Windsor Ave",,38.823994,-77.065231,,,,,,0
374,4000647,"Russell Rd+W Custis Ave",,38.825035,-77.065369,,,,,,0
375,4000648,"Russell Rd+W Glebe Rd",,38.837606,-77.064842,,,,,,0
376,4000649,"Russell Rd+Rosecrest Ave",,38.825812,-77.065376,,,,,,0
377,4000650,"Russell Rd+Monticello Blvd",,38.831768,-77.066978,,,,,,0
378,4000651,"Russell Rd+Woodland Ter",,38.827484,-77.065956,,,,,,0
379,4000652,"Russell Rd+Uhler Ter",,38.828674,-77.065964,,,,,,0
380,4000653,"Russell Rd+W Mount Ida Ave",,38.829731,-77.066269,,,,,,0
381,4000654,"Russell Rd+Mansion Dr",,38.830124,-77.066528,,,,,,0
382,4000655,"Russell Rd+Charles Alexander Ct",,38.828697,-77.066124,,,,,,0
383,4000656,"Russell Rd+MacArthur Rd",,38.832357,-77.066994,,,,,,0
384,4000657,"Russell Rd+Belleaire Rd",,38.821993,-77.066154,,,,,,0
385,4000658,"Russell Rd+Kentucky Ave",,38.836514,-77.066322,,,,,,0
386,4000659,"Russell Rd+W Mason Ave",,38.820801,-77.066559,,,,,,0
387,4000660,"Second St+N Fairfax St",,38.815842,-77.040375,,,,,,0
388,4000661,"Second St+N Pitt St",,38.815979,-77.041718,,,,,,0
389,4000662,"Second St+N Pitt St",,38.816200,-77.042137,,,,,,0
390,4000663,"W Glebe Rd+Florence Dr",,38.841736,-77.071716,,,,,,0
391,4000665,"505 S Van Dorn St",,38.806728,-77.133652,,,,,,0
