agency_id,route_id,route_short_name,route_long_name,route_desc,route_type,route_url,route_color,route_text_color,route_sort_order,min_headway_minutes,eligibility_restricted,continuous_pickup,continuous_drop_off
80,15733,,Shuttle 6 - Microtransit,,3,,00befd,000000,0,,0,1,1
80,569,1,Sacramento Express,,3,http://amadortransit.com/sacramento-bus-route/,4e9258,ffffff,0,,0,1,1
80,570,2,Upcountry,,3,http://amadortransit.com/upcountry-bus-route/,996666,ffffff,1,,0,1,1
80,571,3,Plymouth ,,3,http://amadortransit.com/plymouth-bus-route/,7a5dc7,ffffff,2,,0,1,1
80,573,5A,Sutter Creek-Jackson Shuttle,,3,http://amadortransit.com/sutter-creek-jackson-shuttle-a/,ff0000,ffffff,3,,0,1,1
80,660,5B,Sutter Creek-Jackson Shuttle,,3,http://amadortransit.com/sutter-creek-jackson-shuttle-b/,0000ff,ffffff,4,,0,1,1
80,661,7,Ione,,3,http://amadortransit.com/ione-bus-route/,348781,ffffff,5,,0,1,1
80,15731,,Route 2 - Upcountry Microtransit,,3,,f30cc9,000000,6,,0,1,1
80,15732,,Shuttle 5 - Microtransit,,3,,0ff304,000000,7,,0,1,1
